"2015-06-10";"07:14:12";"WinControl (rev 848) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Temp";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:Depth";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #1, Diving-PAM ";""
"2015-06-09 10:27:14.999";"1433870834999";"0";"2015-06-09";"10:27:14";"SLCS";"";"Light Curve start ";""
"2015-06-09 10:27:14.999";"1433870834999";"0";"2015-06-09";"10:27:14";"SCHS";"";"Chart start ";""
"2015-06-09 10:27:14.999";"1433870834999";"0";"2015-06-09";"10:27:14";"REG1";"";"#1: alpha: 0.145, ETRm: 30.230, Ik: 208.707   ( beta: 0.002, ETRmPot: 32.793 ) ";""
"2015-06-09 10:27:14.999";"1433870834999";"0";"2015-06-09";"10:27:14";"REG2";"";"#1: alpha: 0.112, ETRm: 28.983, Ik: 258.448 ";""
"2015-06-09 10:27:15.000";"1433870835000";"1";"2015-06-09";"10:27:15";"FO";"1";"304";"644";"1";"23.0";"0.528";"0.2";"-";"0.84";"0.6";"-";"-";"-";"-";"-";"-";"304";"644";"0.528"
"2015-06-09 10:27:43.000";"1433870863000";"28001";"2015-06-09";"10:27:43";"F";"2";"283";"360";"215";"23.0";"0.214";"19.3";"222";"0.84";"0.7";"0.558";"0.594";"0.438";"0.789";"0.439";"0.347";"304";"644";"0.528"
"2015-06-09 10:28:13.000";"1433870893000";"58001";"2015-06-09";"10:28:13";"F";"3";"215";"271";"257";"23.0";"0.207";"22.3";"184";"0.84";"0.7";"0.644";"0.744";"0.551";"1.376";"0.334";"0.459";"304";"644";"0.528"
"2015-06-09 10:28:42.000";"1433870922000";"87001";"2015-06-09";"10:28:42";"F";"4";"181";"212";"425";"23.0";"0.146";"26.1";"155";"0.84";"0.7";"0.544";"0.832";"0.466";"2.038";"0.281";"0.573";"304";"644";"0.528"
"2015-06-09 10:29:12.000";"1433870952000";"117001";"2015-06-09";"10:29:12";"F";"5";"156";"179";"566";"23.0";"0.128";"30.4";"137";"0.84";"0.7";"0.548";"0.876";"0.481";"2.598";"0.242";"0.630";"304";"644";"0.528"
"2015-06-09 10:29:41.000";"1433870981000";"146001";"2015-06-09";"10:29:41";"F";"6";"138";"151";"854";"24.0";"0.086";"30.8";"120";"0.84";"0.7";"0.419";"0.909";"0.364";"3.265";"0.214";"0.700";"304";"644";"0.528"
"2015-06-09 10:30:10.000";"1433871010000";"175001";"2015-06-09";"10:30:10";"F";"7";"123";"129";"1284";"24.0";"0.047";"25.3";"105";"0.84";"0.7";"0.250";"0.929";"0.213";"3.992";"0.191";"0.762";"304";"644";"0.528"
"2015-06-09 10:30:40.000";"1433871040000";"205001";"2015-06-09";"10:30:40";"F";"8";"111";"116";"1844";"24.0";"0.043";"33.3";"97";"0.84";"0.7";"0.263";"0.944";"0.230";"4.552";"0.172";"0.785";"304";"644";"0.528"
"2015-06-09 10:31:09.000";"1433871069000";"234001";"2015-06-09";"10:31:09";"F";"9";"102";"104";"3162";"24.0";"0.019";"25.2";"88";"0.84";"0.8";"0.125";"0.953";"0.108";"5.192";"0.158";"0.823";"304";"644";"0.528"
"2015-06-09 10:31:09.001";"1433871069001";"234002";"2015-06-09";"10:31:09";"SLCE";"";"Light Curve end ";""
"2015-06-09 10:42:44.998";"1433871764998";"929999";"2015-06-09";"10:42:44";"C";"";"MI=8;SI=8;SW=0.8;AI=4;AW=0:20;AF=0.80;G=5;D=2;EF=0.84;FO=90;CW=0:30;CI=1;LW=0:30;LI=5;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-09 10:42:45.000";"1433871765000";"930001";"2015-06-09";"10:42:45";"F";"11";"6";"6";"1";"25.0";"-";"-";"-";"0.84";"0.8";"-";"-";"-";"-";"-";"-";"304";"644";"0.528"
"2015-06-09 10:44:07.998";"1433871847998";"1012999";"2015-06-09";"10:44:07";"C";"";"MI=8;SI=8;SW=0.8;AI=4;AW=0:20;AF=0.80;G=5;D=2;EF=0.84;FO=90;CW=0:30;CI=1;LW=0:20;LI=5;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-09 10:44:07.999";"1433871847999";"1013000";"2015-06-09";"10:44:07";"SLCS";"";"Light Curve start ";""
"2015-06-09 10:44:07.999";"1433871847999";"1013000";"2015-06-09";"10:44:07";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.005, ETRmPot: 25.929 ) ";""
"2015-06-09 10:44:07.999";"1433871847999";"1013000";"2015-06-09";"10:44:07";"REG2";"";"#1: alpha: 0.101, ETRm: 36.627, Ik: 363.288 ";""
"2015-06-09 10:44:08.000";"1433871848000";"1013001";"2015-06-09";"10:44:08";"FO";"13";"301";"629";"1";"25.0";"0.521";"0.2";"-";"0.84";"0.8";"-";"-";"-";"-";"-";"-";"301";"629";"0.521"
"2015-06-09 10:44:27.000";"1433871867000";"1032001";"2015-06-09";"10:44:27";"F";"14";"308";"401";"215";"25.0";"0.232";"20.9";"237";"0.84";"0.8";"0.567";"0.500";"0.436";"0.569";"0.490";"0.278";"301";"629";"0.521"
"2015-06-09 10:44:46.000";"1433871886000";"1051001";"2015-06-09";"10:44:46";"F";"15";"241";"310";"257";"25.0";"0.223";"24.1";"202";"0.84";"0.8";"0.639";"0.671";"0.536";"1.029";"0.383";"0.394";"301";"629";"0.521"
"2015-06-09 10:45:06.000";"1433871906000";"1071001";"2015-06-09";"10:45:06";"F";"16";"207";"246";"425";"25.0";"0.159";"28.4";"172";"0.84";"0.8";"0.527";"0.774";"0.438";"1.557";"0.329";"0.512";"301";"629";"0.521"
"2015-06-09 10:45:25.000";"1433871925000";"1090001";"2015-06-09";"10:45:25";"F";"17";"182";"210";"566";"25.0";"0.133";"31.6";"154";"0.84";"0.8";"0.500";"0.829";"0.423";"1.995";"0.289";"0.578";"301";"629";"0.521"
"2015-06-09 10:45:45.000";"1433871945000";"1110001";"2015-06-09";"10:45:45";"F";"18";"165";"182";"854";"25.0";"0.093";"33.4";"138";"0.84";"0.8";"0.386";"0.866";"0.323";"2.456";"0.262";"0.645";"301";"629";"0.521"
"2015-06-09 10:46:05.000";"1433871965000";"1130001";"2015-06-09";"10:46:05";"F";"19";"149";"159";"1284";"25.0";"0.063";"34.0";"125";"0.84";"0.8";"0.294";"0.896";"0.247";"2.956";"0.237";"0.700";"301";"629";"0.521"
"2015-06-09 10:46:24.000";"1433871984000";"1149001";"2015-06-09";"10:46:24";"F";"20";"135";"140";"1844";"25.0";"0.036";"27.9";"113";"0.84";"0.8";"0.185";"0.918";"0.155";"3.493";"0.215";"0.749";"301";"629";"0.521"
"2015-06-09 10:46:44.000";"1433872004000";"1169001";"2015-06-09";"10:46:44";"F";"21";"122";"127";"3162";"25.0";"0.039";"51.8";"104";"0.84";"0.8";"0.217";"0.930";"0.185";"3.953";"0.194";"0.767";"301";"629";"0.521"
"2015-06-09 10:46:44.001";"1433872004001";"1169002";"2015-06-09";"10:46:44";"SLCE";"";"Light Curve end ";""
"2015-06-09 10:46:57.999";"1433872017999";"1183000";"2015-06-09";"10:46:57";"SLCS";"";"Light Curve start ";""
"2015-06-09 10:46:58.000";"1433872018000";"1183001";"2015-06-09";"10:46:58";"FO";"22";"0";"0";"1";"25.0";"-";"-";"-";"0.84";"0.8";"-";"-";"-";"-";"-";"-";"0";"0";"-"
"2015-06-09 10:47:46.998";"1433872066998";"1231999";"2015-06-09";"10:47:46";"C";"";"MI=8;SI=8;SW=0.8;AI=4;AW=0:20;AF=0.80;G=6;D=2;EF=0.84;FO=90;CW=0:30;CI=1;LW=0:20;LI=5;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-09 10:47:47.000";"1433872067000";"1232001";"2015-06-09";"10:47:47";"F";"24";"6";"7";"1";"25.0";"-";"-";"-";"0.84";"0.8";"-";"-";"-";"-";"-";"-";"0";"0";"-"
"2015-06-09 10:47:47.001";"1433872067001";"1232002";"2015-06-09";"10:47:47";"SLCE";"";"Light Curve end ";""
"2015-06-09 10:49:11.998";"1433872151998";"1316999";"2015-06-09";"10:49:11";"C";"";"MI=8;SI=8;SW=0.8;AI=4;AW=0:20;AF=0.80;G=6;D=2;EF=0.84;FO=111;CW=0:30;CI=1;LW=0:20;LI=5;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-09 10:49:11.999";"1433872151999";"1317000";"2015-06-09";"10:49:11";"SLCS";"";"Light Curve start ";""
"2015-06-09 10:49:11.999";"1433872151999";"1317000";"2015-06-09";"10:49:11";"REG1";"";"#1: alpha: 0.111, ETRm: 30.158, Ik: 270.898   ( beta: 0.036, ETRmPot: 62.588 ) ";""
"2015-06-09 10:49:11.999";"1433872151999";"1317000";"2015-06-09";"10:49:11";"REG2";"";"#1: alpha: 0.146, ETRm: 23.365, Ik: 160.293 ";""
"2015-06-09 10:49:12.000";"1433872152000";"1317001";"2015-06-09";"10:49:12";"FO";"26";"348";"703";"1";"26.0";"0.505";"0.2";"-";"0.84";"0.8";"-";"-";"-";"-";"-";"-";"348";"703";"0.505"
"2015-06-09 10:49:31.000";"1433872171000";"1336001";"2015-06-09";"10:49:31";"F";"27";"375";"480";"215";"26.0";"0.219";"19.8";"283";"0.84";"0.8";"0.533";"0.445";"0.402";"0.465";"0.533";"0.248";"348";"703";"0.505"
"2015-06-09 10:49:50.000";"1433872190000";"1355001";"2015-06-09";"10:49:50";"F";"28";"302";"378";"257";"27.0";"0.201";"21.7";"244";"0.84";"0.9";"0.567";"0.623";"0.458";"0.860";"0.430";"0.369";"348";"703";"0.505"
"2015-06-09 10:50:10.000";"1433872210000";"1375001";"2015-06-09";"10:50:10";"F";"29";"265";"309";"425";"26.0";"0.142";"25.3";"213";"0.84";"0.9";"0.458";"0.730";"0.368";"1.275";"0.377";"0.481";"348";"703";"0.505"
"2015-06-09 10:50:30.000";"1433872230000";"1395001";"2015-06-09";"10:50:30";"F";"30";"240";"269";"566";"26.0";"0.108";"25.7";"193";"0.84";"0.9";"0.382";"0.786";"0.307";"1.613";"0.341";"0.551";"348";"703";"0.505"
"2015-06-09 10:50:49.000";"1433872249000";"1414001";"2015-06-09";"10:50:49";"F";"31";"217";"237";"854";"26.0";"0.084";"30.1";"176";"0.84";"0.9";"0.328";"0.828";"0.266";"1.966";"0.309";"0.607";"348";"703";"0.505"
"2015-06-09 10:51:09.000";"1433872269000";"1434001";"2015-06-09";"10:51:09";"F";"32";"196";"206";"1284";"26.0";"0.049";"26.4";"159";"0.84";"0.9";"0.213";"0.868";"0.173";"2.413";"0.279";"0.672";"348";"703";"0.505"
"2015-06-09 10:51:28.000";"1433872288000";"1453001";"2015-06-09";"10:51:28";"F";"33";"179";"185";"1844";"26.0";"0.032";"24.8";"146";"0.84";"0.9";"0.154";"0.890";"0.126";"2.800";"0.255";"0.713";"348";"703";"0.505"
"2015-06-09 10:51:48.000";"1433872308000";"1473001";"2015-06-09";"10:51:48";"F";"34";"166";"167";"3162";"26.0";"0.006";"8.0";"134";"0.84";"0.9";"0.030";"0.907";"0.024";"3.210";"0.236";"0.758";"348";"703";"0.505"
"2015-06-09 10:51:48.001";"1433872308001";"1473002";"2015-06-09";"10:51:48";"SLCE";"";"Light Curve end ";""
"2015-06-09 11:31:40.999";"1433874700999";"3866000";"2015-06-09";"11:31:40";"SLCS";"";"Light Curve start ";""
"2015-06-09 11:31:40.999";"1433874700999";"3866000";"2015-06-09";"11:31:40";"REG1";"";"#1: alpha: 0.172, ETRm: 106.678, Ik: 621.303   ( beta: 0.103, ETRmPot: 308.085 ) ";""
"2015-06-09 11:31:40.999";"1433874700999";"3866000";"2015-06-09";"11:31:40";"REG2";"";"#1: alpha: 0.156, ETRm: 99.687, Ik: 637.996 ";""
"2015-06-09 11:31:41.000";"1433874701000";"3866001";"2015-06-09";"11:31:41";"FO";"35";"181";"451";"1";"29.0";"0.599";"0.3";"-";"0.84";"0.9";"-";"-";"-";"-";"-";"-";"181";"451";"0.599"
"2015-06-09 11:32:00.000";"1433874720000";"3885001";"2015-06-09";"11:32:00";"F";"36";"180";"282";"215";"30.0";"0.362";"32.7";"146";"0.84";"0.9";"0.750";"0.496";"0.608";"0.599";"0.399";"0.239";"181";"451";"0.599"
"2015-06-09 11:32:19.000";"1433874739000";"3904001";"2015-06-09";"11:32:19";"F";"37";"159";"256";"257";"30.0";"0.379";"40.9";"139";"0.84";"0.9";"0.829";"0.567";"0.725";"0.762";"0.353";"0.268";"181";"451";"0.599"
"2015-06-09 11:32:39.000";"1433874759000";"3924001";"2015-06-09";"11:32:39";"F";"38";"154";"228";"425";"30.0";"0.325";"58.0";"130";"0.84";"0.9";"0.755";"0.637";"0.637";"0.978";"0.341";"0.334";"181";"451";"0.599"
"2015-06-09 11:32:59.000";"1433874779000";"3944001";"2015-06-09";"11:32:59";"F";"39";"149";"210";"566";"30.0";"0.290";"68.9";"124";"0.84";"0.9";"0.709";"0.681";"0.590";"1.148";"0.330";"0.380";"181";"451";"0.599"
"2015-06-09 11:33:18.000";"1433874798000";"3963001";"2015-06-09";"11:33:18";"F";"40";"148";"192";"854";"30.0";"0.229";"82.1";"117";"0.84";"0.9";"0.587";"0.722";"0.464";"1.349";"0.328";"0.443";"181";"451";"0.599"
"2015-06-09 11:33:38.000";"1433874818000";"3983001";"2015-06-09";"11:33:38";"F";"41";"143";"177";"1284";"30.0";"0.192";"103.5";"112";"0.84";"0.9";"0.523";"0.759";"0.410";"1.548";"0.317";"0.491";"181";"451";"0.599"
"2015-06-09 11:33:57.000";"1433874837000";"4002001";"2015-06-09";"11:33:57";"F";"42";"141";"164";"1844";"30.0";"0.140";"108.4";"106";"0.84";"0.9";"0.397";"0.785";"0.298";"1.750";"0.313";"0.547";"181";"451";"0.599"
"2015-06-09 11:34:17.000";"1433874857000";"4022001";"2015-06-09";"11:34:17";"F";"43";"141";"151";"3162";"30.0";"0.066";"87.7";"101";"0.84";"1.0";"0.200";"0.815";"0.143";"1.987";"0.313";"0.621";"181";"451";"0.599"
"2015-06-09 11:34:17.001";"1433874857001";"4022002";"2015-06-09";"11:34:17";"SLCE";"";"Light Curve end ";""
"2015-06-09 11:57:00.999";"1433876220999";"5386000";"2015-06-09";"11:57:00";"SLCS";"";"Light Curve start ";""
"2015-06-09 11:57:00.999";"1433876220999";"5386000";"2015-06-09";"11:57:00";"REG1";"";"#1: alpha: 0.138, ETRm: 54.359, Ik: 394.103   ( beta: 0.019, ETRmPot: 83.275 ) ";""
"2015-06-09 11:57:00.999";"1433876220999";"5386000";"2015-06-09";"11:57:00";"REG2";"";"#1: alpha: 0.127, ETRm: 49.101, Ik: 387.186 ";""
"2015-06-09 11:57:01.000";"1433876221000";"5386001";"2015-06-09";"11:57:01";"FO";"44";"300";"586";"1";"32.0";"0.488";"0.2";"-";"0.84";"1.0";"-";"-";"-";"-";"-";"-";"300";"586";"0.488"
"2015-06-09 11:57:19.000";"1433876239000";"5404001";"2015-06-09";"11:57:19";"F";"45";"259";"358";"215";"32.0";"0.277";"25.0";"226";"0.84";"1.0";"0.750";"0.538";"0.654";"0.637";"0.442";"0.281";"300";"586";"0.488"
"2015-06-09 11:57:39.000";"1433876259000";"5424001";"2015-06-09";"11:57:39";"F";"46";"221";"303";"257";"32.0";"0.271";"29.3";"203";"0.84";"1.0";"0.820";"0.650";"0.753";"0.934";"0.377";"0.352";"300";"586";"0.488"
"2015-06-09 11:57:59.000";"1433876279000";"5444001";"2015-06-09";"11:57:59";"F";"47";"196";"248";"425";"32.0";"0.210";"37.5";"177";"0.84";"1.0";"0.732";"0.752";"0.661";"1.363";"0.334";"0.456";"300";"586";"0.488"
"2015-06-09 11:58:18.000";"1433876298000";"5463001";"2015-06-09";"11:58:18";"F";"48";"177";"218";"566";"33.0";"0.188";"44.7";"161";"0.84";"1.0";"0.719";"0.801";"0.654";"1.688";"0.302";"0.510";"300";"586";"0.488"
"2015-06-09 11:58:38.000";"1433876318000";"5483001";"2015-06-09";"11:58:38";"F";"49";"163";"188";"854";"32.0";"0.133";"47.7";"144";"0.84";"1.0";"0.568";"0.846";"0.502";"2.117";"0.278";"0.589";"300";"586";"0.488"
"2015-06-09 11:58:57.000";"1433876337000";"5502001";"2015-06-09";"11:58:57";"F";"50";"158";"176";"1284";"32.0";"0.102";"55.0";"137";"0.84";"1.0";"0.462";"0.864";"0.401";"2.330";"0.270";"0.628";"300";"586";"0.488"
"2015-06-09 11:59:17.000";"1433876357000";"5522001";"2015-06-09";"11:59:17";"F";"51";"147";"158";"1844";"32.0";"0.070";"54.2";"126";"0.84";"1.0";"0.344";"0.888";"0.295";"2.709";"0.251";"0.679";"300";"586";"0.488"
"2015-06-09 11:59:37.000";"1433876377000";"5542001";"2015-06-09";"11:59:37";"F";"52";"135";"139";"3162";"32.0";"0.029";"38.5";"113";"0.84";"1.0";"0.154";"0.909";"0.129";"3.216";"0.230";"0.741";"300";"586";"0.488"
"2015-06-09 11:59:37.001";"1433876377001";"5542002";"2015-06-09";"11:59:37";"SLCE";"";"Light Curve end ";""
"2015-06-09 12:00:34.998";"1433876434998";"5599999";"2015-06-09";"12:00:34";"C";"";"MI=8;SI=8;SW=0.8;AI=4;AW=0:20;AF=0.80;G=6;D=2;EF=0.84;FO=111;CW=0:30;CI=1;LW=0:20;LI=1;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-09 12:00:34.999";"1433876434999";"5600000";"2015-06-09";"12:00:34";"SLCS";"";"Light Curve start ";""
"2015-06-09 12:00:34.999";"1433876434999";"5600000";"2015-06-09";"12:00:34";"REG1";"";"#1: alpha: 0.174, ETRm: 47.406, Ik: 272.484   ( beta: 2.388, ETRmPot: 1833.090 ) ";""
"2015-06-09 12:00:34.999";"1433876434999";"5600000";"2015-06-09";"12:00:34";"REG2";"";"#1: alpha: 0.150, ETRm: 48.307, Ik: 321.183 ";""
"2015-06-09 12:00:35.000";"1433876435000";"5600001";"2015-06-09";"12:00:35";"FO";"54";"210";"362";"1";"32.0";"0.420";"0.2";"-";"0.84";"1.1";"-";"-";"-";"-";"-";"-";"210";"362";"0.420"
"2015-06-09 12:00:54.000";"1433876454000";"5619001";"2015-06-09";"12:00:54";"F";"55";"227";"369";"4";"33.0";"0.385";"0.6";"212";"0.84";"1.1";"0.904";"- 0.033";"0.844";"- 0.019";"0.627";"- 0.012";"210";"362";"0.420"
"2015-06-09 12:01:13.000";"1433876473000";"5638001";"2015-06-09";"12:01:13";"F";"56";"239";"392";"26";"33.0";"0.390";"4.3";"220";"0.84";"1.0";"0.890";"- 0.132";"0.819";"- 0.077";"0.660";"- 0.050";"210";"362";"0.420"
"2015-06-09 12:01:33.000";"1433876493000";"5658001";"2015-06-09";"12:01:33";"F";"57";"236";"373";"72";"33.0";"0.367";"11.1";"214";"0.84";"1.1";"0.862";"- 0.046";"0.782";"- 0.029";"0.652";"- 0.019";"210";"362";"0.420"
"2015-06-09 12:01:52.000";"1433876512000";"5677001";"2015-06-09";"12:01:52";"F";"58";"222";"336";"122";"32.0";"0.339";"17.4";"201";"0.84";"1.1";"0.844";"0.112";"0.764";"0.077";"0.613";"0.048";"210";"362";"0.420"
"2015-06-09 12:02:12.000";"1433876532000";"5697001";"2015-06-09";"12:02:12";"F";"59";"210";"305";"215";"32.0";"0.311";"28.1";"189";"0.84";"1.1";"0.819";"0.237";"0.737";"0.187";"0.580";"0.109";"210";"362";"0.420"
"2015-06-09 12:02:32.000";"1433876552000";"5717001";"2015-06-09";"12:02:32";"F";"60";"207";"294";"257";"33.0";"0.296";"32.0";"185";"0.84";"1.1";"0.798";"0.283";"0.713";"0.231";"0.572";"0.132";"210";"362";"0.420"
"2015-06-09 12:02:51.000";"1433876571000";"5736001";"2015-06-09";"12:02:51";"F";"61";"186";"243";"425";"33.0";"0.235";"41.9";"164";"0.84";"1.1";"0.722";"0.480";"0.637";"0.490";"0.514";"0.251";"210";"362";"0.420"
"2015-06-09 12:03:11.000";"1433876591000";"5756001";"2015-06-09";"12:03:11";"F";"62";"177";"219";"566";"33.0";"0.192";"45.6";"152";"0.84";"1.1";"0.627";"0.559";"0.538";"0.653";"0.489";"0.319";"210";"362";"0.420"
"2015-06-09 12:03:11.001";"1433876591001";"5756002";"2015-06-09";"12:03:11";"SLCE";"";"Light Curve end ";""
"2015-06-09 12:09:19.998";"1433876959998";"6124999";"2015-06-09";"12:09:19";"C";"";"MI=8;SI=8;SW=0.8;AI=4;AW=0:20;AF=0.95;G=6;D=2;EF=0.84;FO=111;CW=0:30;CI=1;LW=0:20;LI=1;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-09 12:09:19.999";"1433876959999";"6125000";"2015-06-09";"12:09:19";"SLCS";"";"Light Curve start ";""
"2015-06-09 12:09:19.999";"1433876959999";"6125000";"2015-06-09";"12:09:19";"REG1";"";"#1: alpha: 0.168, ETRm: 77.705, Ik: 461.971   ( beta: 0.402, ETRmPot: 607.499 ) ";""
"2015-06-09 12:09:19.999";"1433876959999";"6125000";"2015-06-09";"12:09:19";"REG2";"";"#1: alpha: 0.145, ETRm: 78.847, Ik: 542.017 ";""
"2015-06-09 12:09:20.000";"1433876960000";"6125001";"2015-06-09";"12:09:20";"FO";"64";"399";"801";"1";"33.0";"0.502";"0.2";"-";"0.84";"1.1";"-";"-";"-";"-";"-";"-";"399";"801";"0.502"
"2015-06-09 12:09:40.000";"1433876980000";"6145001";"2015-06-09";"12:09:40";"F";"65";"390";"728";"16";"33.0";"0.464";"3.1";"380";"0.84";"1.1";"0.971";"0.134";"0.946";"0.100";"0.487";"0.049";"399";"801";"0.502"
"2015-06-09 12:10:00.000";"1433877000000";"6165001";"2015-06-09";"12:10:00";"F";"66";"378";"673";"56";"33.0";"0.438";"10.3";"364";"0.84";"1.1";"0.955";"0.231";"0.920";"0.190";"0.472";"0.090";"399";"801";"0.502"
"2015-06-09 12:10:19.000";"1433877019000";"6184001";"2015-06-09";"12:10:19";"F";"67";"354";"588";"130";"33.0";"0.398";"21.7";"338";"0.84";"1.1";"0.936";"0.378";"0.894";"0.362";"0.442";"0.160";"399";"801";"0.502"
"2015-06-09 12:10:39.000";"1433877039000";"6204001";"2015-06-09";"12:10:39";"F";"68";"324";"470";"225";"33.0";"0.311";"29.4";"295";"0.84";"1.1";"0.834";"0.565";"0.759";"0.704";"0.404";"0.285";"399";"801";"0.502"
"2015-06-09 12:10:58.000";"1433877058000";"6223001";"2015-06-09";"12:10:58";"F";"69";"287";"409";"346";"33.0";"0.298";"43.3";"270";"0.84";"1.2";"0.878";"0.654";"0.826";"0.958";"0.358";"0.344";"399";"801";"0.502"
"2015-06-09 12:11:18.000";"1433877078000";"6243001";"2015-06-09";"12:11:18";"F";"70";"247";"342";"480";"33.0";"0.278";"56.0";"239";"0.84";"1.1";"0.922";"0.744";"0.892";"1.342";"0.308";"0.414";"399";"801";"0.502"
"2015-06-09 12:11:38.000";"1433877098000";"6263001";"2015-06-09";"12:11:38";"F";"71";"216";"279";"724";"33.0";"0.226";"68.7";"207";"0.84";"1.2";"0.875";"0.821";"0.839";"1.871";"0.270";"0.504";"399";"801";"0.502"
"2015-06-09 12:11:57.000";"1433877117000";"6282001";"2015-06-09";"12:11:57";"F";"72";"194";"241";"898";"33.0";"0.195";"73.5";"185";"0.84";"1.2";"0.839";"0.861";"0.800";"2.324";"0.242";"0.563";"399";"801";"0.502"
"2015-06-09 12:11:57.001";"1433877117001";"6282002";"2015-06-09";"12:11:57";"SLCE";"";"Light Curve end ";""
"2015-06-09 12:12:34.998";"1433877154998";"6319999";"2015-06-09";"12:12:34";"C";"";"MI=8;SI=8;SW=0.8;AI=4;AW=0:20;AF=0.95;G=6;D=2;EF=0.84;FO=111;CW=0:30;CI=1;LW=0:20;LI=5;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-09 12:12:34.999";"1433877154999";"6320000";"2015-06-09";"12:12:34";"SLCS";"";"Light Curve start ";""
"2015-06-09 12:12:34.999";"1433877154999";"6320000";"2015-06-09";"12:12:34";"REG1";"";"#1: alpha: 0.184, ETRm: 93.368, Ik: 508.782   ( beta: 0.003, ETRmPot: 100.987 ) ";""
"2015-06-09 12:12:34.999";"1433877154999";"6320000";"2015-06-09";"12:12:34";"REG2";"";"#1: alpha: 0.143, ETRm: 90.709, Ik: 633.281 ";""
"2015-06-09 12:12:35.000";"1433877155000";"6320001";"2015-06-09";"12:12:35";"FO";"74";"237";"410";"1";"33.0";"0.422";"0.2";"-";"0.84";"1.2";"-";"-";"-";"-";"-";"-";"237";"410";"0.422"
"2015-06-09 12:12:54.000";"1433877174000";"6339001";"2015-06-09";"12:12:54";"F";"75";"218";"326";"346";"33.0";"0.331";"48.1";"206";"0.84";"1.2";"0.900";"0.306";"0.850";"0.258";"0.532";"0.137";"237";"410";"0.422"
"2015-06-09 12:13:13.000";"1433877193000";"6358001";"2015-06-09";"12:13:13";"F";"76";"203";"289";"480";"33.0";"0.298";"60.1";"191";"0.84";"1.2";"0.878";"0.434";"0.826";"0.419";"0.495";"0.207";"237";"410";"0.422"
"2015-06-09 12:13:33.000";"1433877213000";"6378001";"2015-06-09";"12:13:33";"F";"77";"188";"245";"724";"33.0";"0.233";"70.9";"171";"0.84";"1.2";"0.770";"0.572";"0.700";"0.673";"0.459";"0.308";"237";"410";"0.422"
"2015-06-09 12:13:53.000";"1433877233000";"6398001";"2015-06-09";"12:13:53";"F";"78";"174";"220";"898";"33.0";"0.209";"78.8";"158";"0.84";"1.2";"0.742";"0.642";"0.674";"0.864";"0.424";"0.367";"237";"410";"0.422"
"2015-06-09 12:14:12.000";"1433877252000";"6417001";"2015-06-09";"12:14:12";"F";"79";"157";"183";"1384";"33.0";"0.142";"82.5";"138";"0.84";"1.2";"0.578";"0.740";"0.508";"1.240";"0.383";"0.475";"237";"410";"0.422"
"2015-06-09 12:14:32.000";"1433877272000";"6437001";"2015-06-09";"12:14:32";"F";"80";"142";"161";"2121";"33.0";"0.118";"105.1";"125";"0.84";"1.2";"0.528";"0.792";"0.465";"1.547";"0.346";"0.536";"237";"410";"0.422"
"2015-06-09 12:14:51.000";"1433877291000";"6456001";"2015-06-09";"12:14:51";"F";"81";"131";"140";"3176";"33.0";"0.064";"85.4";"112";"0.84";"1.2";"0.321";"0.838";"0.274";"1.929";"0.320";"0.616";"237";"410";"0.422"
"2015-06-09 12:15:11.000";"1433877311000";"6476001";"2015-06-09";"12:15:11";"F";"82";"119";"124";"5274";"33.0";"0.040";"88.6";"102";"0.84";"1.2";"0.227";"0.873";"0.195";"2.306";"0.290";"0.670";"237";"410";"0.422"
"2015-06-09 12:15:11.001";"1433877311001";"6476002";"2015-06-09";"12:15:11";"SLCE";"";"Light Curve end ";""
"2015-06-09 12:50:17.998";"1433879417998";"8582999";"2015-06-09";"12:50:17";"C";"";"MI=8;SI=8;SW=0.8;AI=4;AW=0:20;AF=1.10;G=6;D=2;EF=0.84;FO=111;CW=0:30;CI=1;LW=0:20;LI=5;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-09 12:50:17.999";"1433879417999";"8583000";"2015-06-09";"12:50:17";"SLCS";"";"Light Curve start ";""
