"2015-06-10";"07:14:12";"WinControl (rev 848) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Temp";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:Depth";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"2015-06-09 13:58:40.000";"1433883520000";"12685001";"2015-06-09";"13:58:40";"F";"191";"1202";"1710";"652";"31.0";"0.297";"81.3";"1270";"0.84";"1.3";"1.155";"0.560";"1.220";"0.626";"0.432";"0.271";"1779";"2780";"0.360"
"2015-06-09 13:59:00.000";"1433883540000";"12705001";"2015-06-09";"13:59:00";"F";"192";"1049";"1356";"975";"31.0";"0.226";"92.5";"1064";"0.84";"1.3";"1.051";"0.708";"1.066";"1.050";"0.377";"0.397";"1779";"2780";"0.360"
"2015-06-09 13:59:19.000";"1433883559000";"12724001";"2015-06-09";"13:59:19";"F";"193";"899";"1075";"1302";"31.0";"0.164";"89.7";"883";"0.84";"1.3";"0.917";"0.808";"0.901";"1.586";"0.323";"0.513";"1779";"2780";"0.360"
"2015-06-09 13:59:39.000";"1433883579000";"12744001";"2015-06-09";"13:59:39";"F";"194";"803";"905";"1803";"31.0";"0.113";"85.6";"765";"0.84";"1.3";"0.729";"0.860";"0.695";"2.072";"0.289";"0.598";"1779";"2780";"0.360"
"2015-06-09 13:59:58.000";"1433883598000";"12763001";"2015-06-09";"13:59:58";"F";"195";"789";"851";"2632";"31.0";"0.073";"80.7";"726";"0.84";"1.3";"0.496";"0.875";"0.456";"2.267";"0.284";"0.643";"1779";"2780";"0.360"
"2015-06-09 13:59:58.001";"1433883598001";"12763002";"2015-06-09";"13:59:58";"SLCE";"";"Light Curve end ";""
"2015-06-09 14:02:11.999";"1433883731999";"12897000";"2015-06-09";"14:02:11";"SLCS";"";"Light Curve start ";""
"2015-06-09 14:02:12.000";"1433883732000";"12897001";"2015-06-09";"14:02:12";"FO";"196";"485";"720";"1";"31.0";"0.326";"0.1";"-";"0.84";"1.3";"-";"-";"-";"-";"-";"-";"485";"720";"0.326"
"2015-06-09 14:02:31.000";"1433883751000";"12916001";"2015-06-09";"14:02:31";"F";"197";"329";"383";"154";"31.0";"0.141";"9.1";"305";"0.84";"1.3";"0.692";"0.668";"0.642";"0.880";"0.457";"0.402";"485";"720";"0.326"
"2015-06-09 14:02:50.000";"1433883770000";"12935001";"2015-06-09";"14:02:50";"F";"198";"335";"395";"335";"31.0";"0.152";"21.4";"312";"0.84";"1.3";"0.723";"0.647";"0.673";"0.823";"0.465";"0.383";"485";"720";"0.326"
"2015-06-09 14:03:10.000";"1433883790000";"12955001";"2015-06-09";"14:03:10";"F";"199";"307";"346";"486";"31.0";"0.113";"23.1";"281";"0.84";"1.3";"0.600";"0.723";"0.549";"1.081";"0.426";"0.461";"485";"720";"0.326"
"2015-06-09 14:03:29.000";"1433883809000";"12974001";"2015-06-09";"14:03:29";"F";"200";"286";"320";"652";"31.0";"0.106";"29.0";"263";"0.84";"1.3";"0.596";"0.757";"0.548";"1.250";"0.397";"0.497";"485";"720";"0.326"
"2015-06-09 14:03:49.000";"1433883829000";"12994001";"2015-06-09";"14:03:49";"F";"201";"269";"296";"975";"31.0";"0.091";"37.3";"247";"0.84";"1.3";"0.551";"0.791";"0.506";"1.432";"0.374";"0.535";"485";"720";"0.326"
"2015-06-09 14:04:09.000";"1433883849000";"13014001";"2015-06-09";"14:04:09";"F";"202";"254";"271";"1302";"31.0";"0.063";"34.5";"229";"0.84";"1.3";"0.405";"0.821";"0.365";"1.657";"0.353";"0.584";"485";"720";"0.326"
"2015-06-09 14:04:28.000";"1433883868000";"13033001";"2015-06-09";"14:04:28";"F";"203";"241";"254";"1803";"31.0";"0.051";"38.6";"217";"0.84";"1.3";"0.351";"0.843";"0.316";"1.835";"0.335";"0.614";"485";"720";"0.326"
"2015-06-09 14:04:48.000";"1433883888000";"13053001";"2015-06-09";"14:04:48";"F";"204";"220";"231";"2632";"31.0";"0.048";"53.1";"200";"0.84";"1.3";"0.355";"0.868";"0.323";"2.117";"0.306";"0.646";"485";"720";"0.326"
"2015-06-09 14:04:48.001";"1433883888001";"13053002";"2015-06-09";"14:04:48";"SLCE";"";"Light Curve end ";""
"2015-06-09 14:06:16.998";"1433883976998";"13141999";"2015-06-09";"14:06:16";"C";"";"MI=8;SI=8;SW=0.8;AI=5;AW=0:20;AF=1.20;G=6;D=2;EF=0.84;FO=94;CW=0:30;CI=1;LW=0:20;LI=3;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-09 14:06:16.999";"1433883976999";"13142000";"2015-06-09";"14:06:16";"SLCS";"";"Light Curve start ";""
"2015-06-09 14:06:17.000";"1433883977000";"13142001";"2015-06-09";"14:06:17";"FO";"206";"622";"1069";"1";"31.0";"0.418";"0.2";"-";"0.84";"1.3";"-";"-";"-";"-";"-";"-";"622";"1069";"0.418"
"2015-06-09 14:06:36.000";"1433883996000";"13161001";"2015-06-09";"14:06:36";"F";"207";"508";"594";"335";"31.0";"0.145";"20.4";"424";"0.84";"1.3";"0.506";"0.620";"0.422";"0.800";"0.475";"0.380";"622";"1069";"0.418"
"2015-06-09 14:06:55.000";"1433884015000";"13180001";"2015-06-09";"14:06:55";"F";"208";"429";"498";"486";"32.0";"0.139";"28.4";"373";"0.84";"1.3";"0.552";"0.720";"0.480";"1.147";"0.401";"0.460";"622";"1069";"0.418"
"2015-06-09 14:07:15.000";"1433884035000";"13200001";"2015-06-09";"14:07:15";"F";"209";"372";"426";"652";"32.0";"0.127";"34.8";"331";"0.84";"1.3";"0.568";"0.787";"0.505";"1.509";"0.348";"0.525";"622";"1069";"0.418"
"2015-06-09 14:07:34.000";"1433884054000";"13219001";"2015-06-09";"14:07:34";"F";"210";"342";"381";"975";"32.0";"0.102";"41.8";"303";"0.84";"1.3";"0.500";"0.826";"0.443";"1.806";"0.320";"0.578";"622";"1069";"0.418"
"2015-06-09 14:07:54.000";"1433884074000";"13239001";"2015-06-09";"14:07:54";"F";"211";"316";"347";"1302";"32.0";"0.089";"48.7";"281";"0.84";"1.3";"0.470";"0.852";"0.418";"2.081";"0.296";"0.615";"622";"1069";"0.418"
"2015-06-09 14:08:13.000";"1433884093000";"13258001";"2015-06-09";"14:08:13";"F";"212";"287";"310";"1803";"32.0";"0.074";"56.0";"257";"0.84";"1.3";"0.434";"0.881";"0.389";"2.448";"0.268";"0.658";"622";"1069";"0.418"
"2015-06-09 14:08:33.000";"1433884113000";"13278001";"2015-06-09";"14:08:33";"F";"213";"265";"278";"2632";"32.0";"0.047";"52.0";"234";"0.84";"1.3";"0.295";"0.902";"0.260";"2.845";"0.248";"0.705";"622";"1069";"0.418"
"2015-06-09 14:08:53.000";"1433884133000";"13298001";"2015-06-09";"14:08:53";"F";"214";"247";"254";"3711";"32.0";"0.028";"43.6";"217";"0.84";"1.3";"0.189";"0.917";"0.166";"3.209";"0.231";"0.741";"622";"1069";"0.418"
"2015-06-09 14:08:53.001";"1433884133001";"13298002";"2015-06-09";"14:08:53";"SLCE";"";"Light Curve end ";""
"2015-06-09 14:11:54.998";"1433884314998";"13479999";"2015-06-09";"14:11:54";"C";"";"MI=8;SI=8;SW=0.8;AI=5;AW=0:20;AF=1.20;G=6;D=2;EF=0.84;FO=94;CW=0:30;CI=1;LW=0:20;LI=2;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-09 14:11:54.999";"1433884314999";"13480000";"2015-06-09";"14:11:54";"SLCS";"";"Light Curve start ";""
"2015-06-09 14:11:55.000";"1433884315000";"13480001";"2015-06-09";"14:11:55";"FO";"216";"1040";"3519";"1";"32.0";"0.704";"0.3";"-";"0.84";"1.3";"-";"-";"-";"-";"-";"-";"1040";"3519";"0.704"
"2015-06-09 14:12:14.000";"1433884334000";"13499001";"2015-06-09";"14:12:14";"F";"217";"1149";"2316";"154";"32.0";"0.504";"32.6";"902";"0.84";"1.3";"0.825";"0.430";"0.648";"0.519";"0.327";"0.169";"1040";"3519";"0.704"
"2015-06-09 14:12:34.000";"1433884354000";"13519001";"2015-06-09";"14:12:34";"F";"218";"1197";"2164";"335";"32.0";"0.447";"62.9";"878";"0.84";"1.3";"0.752";"0.481";"0.552";"0.626";"0.340";"0.213";"1040";"3519";"0.704"
"2015-06-09 14:12:53.000";"1433884373000";"13538001";"2015-06-09";"14:12:53";"F";"219";"1162";"1873";"486";"32.0";"0.380";"77.6";"826";"0.84";"1.3";"0.679";"0.578";"0.483";"0.879";"0.330";"0.290";"1040";"3519";"0.704"
"2015-06-09 14:13:13.000";"1433884393000";"13558001";"2015-06-09";"14:13:13";"F";"220";"975";"1401";"652";"32.0";"0.304";"83.2";"719";"0.84";"1.3";"0.625";"0.725";"0.461";"1.512";"0.277";"0.419";"1040";"3519";"0.704"
"2015-06-09 14:13:33.000";"1433884413000";"13578001";"2015-06-09";"14:13:33";"F";"221";"910";"1172";"975";"32.0";"0.224";"91.7";"653";"0.84";"1.3";"0.505";"0.791";"0.362";"2.003";"0.259";"0.517";"1040";"3519";"0.704"
"2015-06-09 14:13:52.000";"1433884432000";"13597001";"2015-06-09";"14:13:52";"F";"222";"914";"1098";"1302";"32.0";"0.168";"91.9";"630";"0.84";"1.3";"0.393";"0.811";"0.271";"2.205";"0.260";"0.572";"1040";"3519";"0.704"
"2015-06-09 14:14:12.000";"1433884452000";"13617001";"2015-06-09";"14:14:12";"F";"223";"906";"1031";"1803";"32.0";"0.121";"91.6";"607";"0.84";"1.3";"0.295";"0.829";"0.198";"2.413";"0.257";"0.622";"1040";"3519";"0.704"
"2015-06-09 14:14:31.000";"1433884471000";"13636001";"2015-06-09";"14:14:31";"F";"224";"891";"966";"2632";"32.0";"0.078";"86.2";"584";"0.84";"1.3";"0.196";"0.846";"0.128";"2.643";"0.253";"0.669";"1040";"3519";"0.704"
"2015-06-09 14:14:31.001";"1433884471001";"13636002";"2015-06-09";"14:14:31";"SLCE";"";"Light Curve end ";""
"2015-06-09 14:17:56.999";"1433884676999";"13842000";"2015-06-09";"14:17:56";"SLCS";"";"Light Curve start ";""
"2015-06-09 14:17:57.000";"1433884677000";"13842001";"2015-06-09";"14:17:57";"FO";"225";"462";"589";"1";"32.0";"0.216";"0.1";"-";"0.84";"1.3";"-";"-";"-";"-";"-";"-";"462";"589";"0.216"
"2015-06-09 14:18:15.000";"1433884695000";"13860001";"2015-06-09";"14:18:15";"F";"226";"337";"384";"154";"32.0";"0.122";"7.9";"326";"0.84";"1.3";"0.810";"0.543";"0.784";"0.534";"0.572";"0.306";"462";"589";"0.216"
"2015-06-09 14:18:35.000";"1433884715000";"13880001";"2015-06-09";"14:18:35";"F";"227";"314";"356";"335";"32.0";"0.118";"16.6";"305";"0.84";"1.3";"0.824";"0.598";"0.800";"0.654";"0.533";"0.349";"462";"589";"0.216"
"2015-06-09 14:18:55.000";"1433884735000";"13900001";"2015-06-09";"14:18:55";"F";"228";"305";"338";"486";"32.0";"0.098";"20.0";"292";"0.84";"1.3";"0.717";"0.638";"0.686";"0.743";"0.518";"0.384";"462";"589";"0.216"
"2015-06-09 14:19:14.000";"1433884754000";"13919001";"2015-06-09";"14:19:14";"F";"229";"290";"319";"652";"32.0";"0.091";"24.9";"278";"0.84";"1.3";"0.707";"0.677";"0.678";"0.846";"0.492";"0.417";"462";"589";"0.216"
"2015-06-09 14:19:34.000";"1433884774000";"13939001";"2015-06-09";"14:19:34";"F";"230";"287";"309";"975";"32.0";"0.071";"29.1";"270";"0.84";"1.3";"0.564";"0.693";"0.531";"0.906";"0.487";"0.442";"462";"589";"0.216"
"2015-06-09 14:19:53.000";"1433884793000";"13958001";"2015-06-09";"14:19:53";"F";"231";"294";"312";"1302";"31.0";"0.058";"31.7";"272";"0.84";"1.3";"0.450";"0.685";"0.416";"0.888";"0.499";"0.443";"462";"589";"0.216"
"2015-06-09 14:20:13.000";"1433884813000";"13978001";"2015-06-09";"14:20:13";"F";"232";"268";"281";"1803";"32.0";"0.046";"34.8";"248";"0.84";"1.3";"0.394";"0.740";"0.365";"1.096";"0.455";"0.499";"462";"589";"0.216"
"2015-06-09 14:20:32.000";"1433884832000";"13997001";"2015-06-09";"14:20:32";"F";"233";"244";"251";"2632";"31.0";"0.028";"31.0";"225";"0.84";"1.3";"0.269";"0.795";"0.248";"1.347";"0.414";"0.558";"462";"589";"0.216"
"2015-06-09 14:20:32.001";"1433884832001";"13997002";"2015-06-09";"14:20:32";"SLCE";"";"Light Curve end ";""
"2015-06-09 14:22:21.999";"1433884941999";"14107000";"2015-06-09";"14:22:21";"SLCS";"";"Light Curve start ";""
"2015-06-09 14:22:22.000";"1433884942000";"14107001";"2015-06-09";"14:22:22";"FO";"234";"580";"934";"1";"31.0";"0.379";"0.2";"-";"0.84";"1.3";"-";"-";"-";"-";"-";"-";"580";"934";"0.379"
"2015-06-09 14:22:41.000";"1433884961000";"14126001";"2015-06-09";"14:22:41";"F";"235";"513";"605";"154";"31.0";"0.152";"9.8";"434";"0.84";"1.3";"0.538";"0.517";"0.455";"0.544";"0.549";"0.299";"580";"934";"0.379"
"2015-06-09 14:23:00.000";"1433884980000";"14145001";"2015-06-09";"14:23:00";"F";"236";"429";"488";"335";"32.0";"0.121";"17.0";"370";"0.84";"1.3";"0.500";"0.667";"0.431";"0.914";"0.459";"0.420";"580";"934";"0.379"
"2015-06-09 14:23:20.000";"1433885000000";"14165001";"2015-06-09";"14:23:20";"F";"237";"390";"435";"486";"31.0";"0.103";"21.0";"339";"0.84";"1.3";"0.469";"0.729";"0.408";"1.147";"0.418";"0.479";"580";"934";"0.379"
"2015-06-09 14:23:39.000";"1433885019000";"14184001";"2015-06-09";"14:23:39";"F";"238";"364";"403";"652";"31.0";"0.097";"26.6";"319";"0.84";"1.3";"0.464";"0.763";"0.407";"1.318";"0.390";"0.513";"580";"934";"0.379"
"2015-06-09 14:23:59.000";"1433885039000";"14204001";"2015-06-09";"14:23:59";"F";"239";"342";"368";"975";"31.0";"0.071";"29.1";"297";"0.84";"1.3";"0.366";"0.799";"0.318";"1.538";"0.366";"0.563";"580";"934";"0.379"
"2015-06-09 14:24:19.000";"1433885059000";"14224001";"2015-06-09";"14:24:19";"F";"240";"322";"340";"1302";"31.0";"0.053";"29.0";"278";"0.84";"1.3";"0.290";"0.825";"0.250";"1.747";"0.345";"0.602";"580";"934";"0.379"
"2015-06-09 14:24:38.000";"1433885078000";"14243001";"2015-06-09";"14:24:38";"F";"241";"303";"318";"1803";"31.0";"0.047";"35.6";"263";"0.84";"1.3";"0.273";"0.845";"0.237";"1.937";"0.324";"0.629";"580";"934";"0.379"
"2015-06-09 14:24:58.000";"1433885098000";"14263001";"2015-06-09";"14:24:58";"F";"242";"289";"295";"2632";"31.0";"0.020";"22.1";"247";"0.84";"1.3";"0.125";"0.864";"0.107";"2.166";"0.309";"0.671";"580";"934";"0.379"
"2015-06-09 14:24:58.001";"1433885098001";"14263002";"2015-06-09";"14:24:58";"SLCE";"";"Light Curve end ";""
"2015-06-09 14:26:21.999";"1433885181999";"14347000";"2015-06-09";"14:26:21";"SLCS";"";"Light Curve start ";""
"2015-06-09 14:26:22.000";"1433885182000";"14347001";"2015-06-09";"14:26:22";"FO";"243";"723";"1161";"1";"31.0";"0.377";"0.2";"-";"0.84";"1.3";"-";"-";"-";"-";"-";"-";"723";"1161";"0.377"
"2015-06-09 14:26:40.000";"1433885200000";"14365001";"2015-06-09";"14:26:40";"F";"244";"612";"730";"154";"32.0";"0.162";"10.5";"529";"0.84";"1.3";"0.587";"0.541";"0.507";"0.590";"0.527";"0.311";"723";"1161";"0.377"
"2015-06-09 14:27:00.000";"1433885220000";"14385001";"2015-06-09";"14:27:00";"F";"245";"517";"596";"335";"32.0";"0.133";"18.7";"455";"0.84";"1.3";"0.560";"0.678";"0.493";"0.948";"0.445";"0.422";"723";"1161";"0.377"
"2015-06-09 14:27:20.000";"1433885240000";"14405001";"2015-06-09";"14:27:20";"F";"246";"436";"496";"486";"32.0";"0.121";"24.7";"394";"0.84";"1.3";"0.588";"0.767";"0.531";"1.341";"0.376";"0.503";"723";"1161";"0.377"
"2015-06-09 14:27:39.000";"1433885259000";"14424001";"2015-06-09";"14:27:39";"F";"247";"399";"449";"652";"32.0";"0.111";"30.4";"364";"0.84";"1.3";"0.588";"0.806";"0.536";"1.586";"0.344";"0.545";"723";"1161";"0.377"
"2015-06-09 14:27:59.000";"1433885279000";"14444001";"2015-06-09";"14:27:59";"F";"248";"364";"401";"975";"32.0";"0.092";"37.7";"332";"0.84";"1.3";"0.536";"0.842";"0.489";"1.895";"0.314";"0.594";"723";"1161";"0.377"
"2015-06-09 14:28:18.000";"1433885298000";"14463001";"2015-06-09";"14:28:18";"F";"249";"346";"371";"1302";"33.0";"0.067";"36.6";"311";"0.84";"1.3";"0.417";"0.863";"0.375";"2.129";"0.298";"0.635";"723";"1161";"0.377"
"2015-06-09 14:28:38.000";"1433885318000";"14483001";"2015-06-09";"14:28:38";"F";"250";"312";"328";"1803";"31.0";"0.049";"37.1";"280";"0.84";"1.3";"0.333";"0.890";"0.299";"2.540";"0.269";"0.682";"723";"1161";"0.377"
"2015-06-09 14:28:58.000";"1433885338000";"14503001";"2015-06-09";"14:28:58";"F";"251";"285";"294";"2632";"32.0";"0.031";"34.3";"255";"0.84";"1.3";"0.231";"0.911";"0.207";"2.949";"0.245";"0.724";"723";"1161";"0.377"
"2015-06-09 14:28:58.001";"1433885338001";"14503002";"2015-06-09";"14:28:58";"SLCE";"";"Light Curve end ";""
"2015-06-09 14:31:05.999";"1433885465999";"14631000";"2015-06-09";"14:31:05";"SLCS";"";"Light Curve start ";""
"2015-06-09 14:31:06.000";"1433885466000";"14631001";"2015-06-09";"14:31:06";"FO";"252";"900";"2272";"1";"31.0";"0.604";"0.3";"-";"0.84";"1.3";"-";"-";"-";"-";"-";"-";"900";"2272";"0.604"
"2015-06-09 14:31:26.000";"1433885486000";"14651001";"2015-06-09";"14:31:26";"F";"253";"1139";"1747";"154";"31.0";"0.348";"22.5";"804";"0.84";"1.3";"0.645";"0.313";"0.455";"0.301";"0.501";"0.151";"900";"2272";"0.604"
"2015-06-09 14:31:45.000";"1433885505000";"14670001";"2015-06-09";"14:31:45";"F";"254";"1050";"1493";"335";"31.0";"0.297";"41.8";"746";"0.84";"1.3";"0.593";"0.456";"0.421";"0.522";"0.462";"0.241";"900";"2272";"0.604"
"2015-06-09 14:32:05.000";"1433885525000";"14690001";"2015-06-09";"14:32:05";"F";"255";"965";"1310";"486";"32.0";"0.263";"53.7";"697";"0.84";"1.3";"0.563";"0.553";"0.407";"0.734";"0.425";"0.312";"900";"2272";"0.604"
"2015-06-09 14:32:25.000";"1433885545000";"14710001";"2015-06-09";"14:32:25";"F";"256";"952";"1218";"652";"32.0";"0.218";"59.7";"670";"0.84";"1.3";"0.485";"0.601";"0.341";"0.865";"0.419";"0.363";"900";"2272";"0.604"
"2015-06-09 14:32:44.000";"1433885564000";"14729001";"2015-06-09";"14:32:44";"F";"257";"932";"1137";"975";"31.0";"0.180";"73.7";"645";"0.84";"1.3";"0.417";"0.641";"0.289";"0.998";"0.410";"0.410";"900";"2272";"0.604"
"2015-06-09 14:33:04.000";"1433885584000";"14749001";"2015-06-09";"14:33:04";"F";"258";"931";"1083";"1302";"31.0";"0.140";"76.6";"627";"0.84";"1.3";"0.333";"0.668";"0.224";"1.098";"0.410";"0.450";"900";"2272";"0.604"
"2015-06-09 14:33:23.000";"1433885603000";"14768001";"2015-06-09";"14:33:23";"F";"259";"905";"1011";"1803";"31.0";"0.105";"79.5";"602";"0.84";"1.3";"0.259";"0.702";"0.172";"1.247";"0.398";"0.497";"900";"2272";"0.604"
"2015-06-09 14:33:43.000";"1433885623000";"14788001";"2015-06-09";"14:33:43";"F";"260";"898";"964";"2632";"32.0";"0.068";"75.2";"585";"0.84";"1.3";"0.174";"0.724";"0.113";"1.357";"0.395";"0.537";"900";"2272";"0.604"
"2015-06-09 14:33:43.001";"1433885623001";"14788002";"2015-06-09";"14:33:43";"SLCE";"";"Light Curve end ";""
"2015-06-09 14:34:47.999";"1433885687999";"14853000";"2015-06-09";"14:34:47";"SLCS";"";"Light Curve start ";""
"2015-06-09 14:34:48.000";"1433885688000";"14853001";"2015-06-09";"14:34:48";"FO";"261";"1127";"2250";"1";"31.0";"0.499";"0.2";"-";"0.84";"1.3";"-";"-";"-";"-";"-";"-";"1127";"2250";"0.499"
"2015-06-09 14:35:07.000";"1433885707000";"14872001";"2015-06-09";"14:35:07";"F";"262";"1164";"1907";"154";"32.0";"0.390";"25.2";"1034";"0.84";"1.3";"0.851";"0.223";"0.756";"0.180";"0.517";"0.093";"1127";"2250";"0.499"
"2015-06-09 14:35:26.000";"1433885726000";"14891001";"2015-06-09";"14:35:26";"F";"263";"1035";"1696";"335";"31.0";"0.390";"54.9";"969";"0.84";"1.3";"0.909";"0.353";"0.851";"0.327";"0.460";"0.150";"1127";"2250";"0.499"
"2015-06-09 14:35:46.000";"1433885746000";"14911001";"2015-06-09";"14:35:46";"F";"264";"1017";"1610";"486";"31.0";"0.368";"75.1";"940";"0.84";"1.3";"0.885";"0.403";"0.818";"0.398";"0.452";"0.180";"1127";"2250";"0.499"
"2015-06-09 14:36:05.000";"1433885765000";"14930001";"2015-06-09";"14:36:05";"F";"265";"886";"1279";"652";"31.0";"0.307";"84.1";"817";"0.84";"1.3";"0.851";"0.589";"0.785";"0.759";"0.394";"0.299";"1127";"2250";"0.499"
"2015-06-09 14:36:25.000";"1433885785000";"14950001";"2015-06-09";"14:36:25";"F";"266";"757";"970";"975";"32.0";"0.220";"90.1";"679";"0.84";"1.3";"0.732";"0.741";"0.657";"1.320";"0.336";"0.444";"1127";"2250";"0.499"
"2015-06-09 14:36:45.000";"1433885805000";"14970001";"2015-06-09";"14:36:45";"F";"267";"723";"857";"1302";"32.0";"0.156";"85.3";"621";"0.84";"1.3";"0.568";"0.790";"0.488";"1.625";"0.321";"0.523";"1127";"2250";"0.499"
"2015-06-09 14:37:04.000";"1433885824000";"14989001";"2015-06-09";"14:37:04";"F";"268";"705";"789";"1803";"31.0";"0.106";"80.3";"585";"0.84";"1.3";"0.412";"0.818";"0.342";"1.852";"0.313";"0.581";"1127";"2250";"0.499"
"2015-06-09 14:37:24.000";"1433885844000";"15009001";"2015-06-09";"14:37:24";"F";"269";"695";"745";"2632";"31.0";"0.067";"74.1";"560";"0.84";"1.3";"0.270";"0.835";"0.218";"2.020";"0.309";"0.624";"1127";"2250";"0.499"
"2015-06-09 14:37:24.001";"1433885844001";"15009002";"2015-06-09";"14:37:24";"SLCE";"";"Light Curve end ";""
"2015-06-09 14:39:43.999";"1433885983999";"15149000";"2015-06-09";"14:39:43";"SLCS";"";"Light Curve start ";""
"2015-06-09 14:39:44.000";"1433885984000";"15149001";"2015-06-09";"14:39:44";"FO";"270";"656";"1549";"1";"32.0";"0.577";"0.2";"-";"0.84";"1.3";"-";"-";"-";"-";"-";"-";"656";"1549";"0.577"
"2015-06-09 14:40:03.000";"1433886003000";"15168001";"2015-06-09";"14:40:03";"F";"271";"723";"1147";"154";"32.0";"0.370";"23.9";"571";"0.84";"1.3";"0.736";"0.355";"0.581";"0.350";"0.467";"0.163";"656";"1549";"0.577"
"2015-06-09 14:40:22.000";"1433886022000";"15187001";"2015-06-09";"14:40:22";"F";"272";"669";"1028";"335";"32.0";"0.349";"49.1";"540";"0.84";"1.3";"0.736";"0.454";"0.594";"0.507";"0.432";"0.219";"656";"1549";"0.577"
"2015-06-09 14:40:42.000";"1433886042000";"15207001";"2015-06-09";"14:40:42";"F";"273";"572";"830";"486";"32.0";"0.311";"63.5";"480";"0.84";"1.3";"0.737";"0.608";"0.618";"0.866";"0.369";"0.320";"656";"1549";"0.577"
"2015-06-09 14:41:02.000";"1433886062000";"15227001";"2015-06-09";"14:41:02";"F";"274";"540";"751";"652";"32.0";"0.281";"76.9";"452";"0.84";"1.3";"0.706";"0.665";"0.591";"1.063";"0.349";"0.370";"656";"1549";"0.577"
"2015-06-09 14:41:21.000";"1433886081000";"15246001";"2015-06-09";"14:41:21";"F";"275";"517";"675";"975";"32.0";"0.234";"95.8";"424";"0.84";"1.3";"0.629";"0.719";"0.516";"1.295";"0.334";"0.432";"656";"1549";"0.577"
"2015-06-09 14:41:41.000";"1433886101000";"15266001";"2015-06-09";"14:41:41";"F";"276";"501";"620";"1302";"31.0";"0.192";"105.0";"401";"0.84";"1.3";"0.543";"0.755";"0.435";"1.498";"0.323";"0.485";"656";"1549";"0.577"
"2015-06-09 14:42:00.000";"1433886120000";"15285001";"2015-06-09";"14:42:00";"F";"277";"467";"549";"1803";"32.0";"0.149";"112.8";"370";"0.84";"1.3";"0.458";"0.800";"0.363";"1.821";"0.301";"0.550";"656";"1549";"0.577"
"2015-06-09 14:42:20.000";"1433886140000";"15305001";"2015-06-09";"14:42:20";"F";"278";"449";"497";"2632";"31.0";"0.097";"107.2";"346";"0.84";"1.3";"0.318";"0.831";"0.245";"2.117";"0.290";"0.613";"656";"1549";"0.577"
"2015-06-09 14:42:20.001";"1433886140001";"15305002";"2015-06-09";"14:42:20";"SLCE";"";"Light Curve end ";""
"2015-06-09 14:43:45.999";"1433886225999";"15391000";"2015-06-09";"14:43:45";"SLCS";"";"Light Curve start ";""
"2015-06-09 14:43:46.000";"1433886226000";"15391001";"2015-06-09";"14:43:46";"FO";"279";"962";"1671";"1";"32.0";"0.424";"0.2";"-";"0.84";"1.3";"-";"-";"-";"-";"-";"-";"962";"1671";"0.424"
"2015-06-09 14:44:05.000";"1433886245000";"15410001";"2015-06-09";"14:44:05";"F";"280";"934";"1384";"154";"31.0";"0.325";"21.0";"859";"0.84";"1.3";"0.857";"0.260";"0.788";"0.207";"0.559";"0.116";"962";"1671";"0.424"
"2015-06-09 14:44:24.000";"1433886264000";"15429001";"2015-06-09";"14:44:24";"F";"281";"788";"1196";"335";"32.0";"0.341";"48.0";"783";"0.84";"1.3";"0.988";"0.417";"0.982";"0.397";"0.472";"0.187";"962";"1671";"0.424"
"2015-06-09 14:44:44.000";"1433886284000";"15449001";"2015-06-09";"14:44:44";"F";"282";"782";"1185";"486";"31.0";"0.340";"69.4";"778";"0.84";"1.3";"0.990";"0.426";"0.985";"0.410";"0.468";"0.192";"962";"1671";"0.424"
"2015-06-09 14:45:03.000";"1433886303000";"15468001";"2015-06-09";"14:45:03";"F";"283";"748";"1081";"652";"32.0";"0.308";"84.3";"732";"0.84";"1.3";"0.954";"0.508";"0.934";"0.546";"0.448";"0.244";"962";"1671";"0.424"
"2015-06-09 14:45:23.000";"1433886323000";"15488001";"2015-06-09";"14:45:23";"F";"284";"621";"810";"975";"31.0";"0.233";"95.4";"597";"0.84";"1.3";"0.887";"0.700";"0.853";"1.063";"0.372";"0.395";"962";"1671";"0.424"
"2015-06-09 14:45:43.000";"1433886343000";"15508001";"2015-06-09";"14:45:43";"F";"285";"525";"633";"1302";"32.0";"0.171";"93.5";"495";"0.84";"1.3";"0.783";"0.805";"0.738";"1.640";"0.314";"0.515";"962";"1671";"0.424"
"2015-06-09 14:46:02.000";"1433886362000";"15527001";"2015-06-09";"14:46:02";"F";"286";"484";"554";"1803";"32.0";"0.126";"95.4";"445";"0.84";"1.3";"0.642";"0.846";"0.590";"2.016";"0.290";"0.584";"962";"1671";"0.424"
