"2015-06-12";"07:05:12";"WinControl (rev 848) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:Mark";"1:F";"1:Fm'";"1:PAR";"1:Temp";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:Depth";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #1, Diving-PAM ";""
"2015-06-11 09:30:27.999";"1434040227999";"0";"2015-06-11";"09:30:27";"SCHS";"";"Chart start ";""
"2015-06-11 09:30:28.000";"1434040228000";"1";"2015-06-11";"09:30:28";"F";"1";"D";"17";"27";"1";"19.0";"-";"-";"-";"0.84";"0.5";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"2015-06-11 09:30:59.999";"1434040259999";"32000";"2015-06-11";"09:30:59";"SLCS";"";"Light Curve start ";""
"2015-06-11 09:31:00.000";"1434040260000";"32001";"2015-06-11";"09:31:00";"FO";"2";"l";"0";"0";"1";"19.0";"-";"-";"-";"0.84";"0.5";"-";"-";"-";"-";"-";"-";"0";"0";"-"
"2015-06-11 09:31:19.000";"1434040279000";"51001";"2015-06-11";"09:31:19";"F";"3";"D";"0";"0";"154";"19.0";"-";"-";"-";"0.84";"0.5";"-";"-";"-";"-";"-";"-";"0";"0";"-"
"2015-06-11 09:31:39.000";"1434040299000";"71001";"2015-06-11";"09:31:39";"F";"4";"D";"0";"0";"335";"19.0";"-";"-";"-";"0.84";"0.5";"-";"-";"-";"-";"-";"-";"0";"0";"-"
"2015-06-11 09:31:58.000";"1434040318000";"90001";"2015-06-11";"09:31:58";"F";"5";"D";"0";"0";"486";"19.0";"-";"-";"-";"0.84";"0.5";"-";"-";"-";"-";"-";"-";"0";"0";"-"
"2015-06-11 09:32:18.000";"1434040338000";"110001";"2015-06-11";"09:32:18";"F";"6";"D";"0";"0";"652";"19.0";"-";"-";"-";"0.84";"0.5";"-";"-";"-";"-";"-";"-";"0";"0";"-"
"2015-06-11 09:32:38.000";"1434040358000";"130001";"2015-06-11";"09:32:38";"F";"7";"D";"0";"0";"975";"19.0";"-";"-";"-";"0.84";"0.5";"-";"-";"-";"-";"-";"-";"0";"0";"-"
"2015-06-11 09:32:57.000";"1434040377000";"149001";"2015-06-11";"09:32:57";"F";"8";"D";"0";"0";"1302";"19.0";"-";"-";"-";"0.84";"0.5";"-";"-";"-";"-";"-";"-";"0";"0";"-"
"2015-06-11 09:33:17.000";"1434040397000";"169001";"2015-06-11";"09:33:17";"F";"9";"D";"0";"0";"1803";"19.0";"-";"-";"-";"0.84";"0.6";"-";"-";"-";"-";"-";"-";"0";"0";"-"
"2015-06-11 09:33:36.000";"1434040416000";"188001";"2015-06-11";"09:33:36";"F";"10";"D";"0";"0";"2632";"19.0";"-";"-";"-";"0.84";"0.6";"-";"-";"-";"-";"-";"-";"0";"0";"-"
"2015-06-11 09:33:36.001";"1434040416001";"188002";"2015-06-11";"09:33:36";"SLCE";"";"Light Curve end ";""
"2015-06-11 09:41:13.998";"1434040873998";"645999";"2015-06-11";"09:41:13";"C";"";"MI=8;SI=8;SW=0.8;AI=5;AW=0:20;AF=1.20;G=6;D=2;EF=0.84;FO=96;CW=0:30;CI=1;LW=0:20;LI=3;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-11 09:41:13.999";"1434040873999";"646000";"2015-06-11";"09:41:13";"SLCS";"";"Light Curve start ";""
"2015-06-11 09:41:13.999";"1434040873999";"646000";"2015-06-11";"09:41:13";"REG1";"";"#1: alpha: 0.156, ETRm: 146.124, Ik: 936.215   ( beta: 0.134, ETRmPot: 526.297 ) ";""
"2015-06-11 09:41:13.999";"1434040873999";"646000";"2015-06-11";"09:41:13";"REG2";"";"#1: alpha: 0.137, ETRm: 143.248, Ik: 1043.732 ";""
"2015-06-11 09:41:14.000";"1434040874000";"646001";"2015-06-11";"09:41:14";"FO";"12";"l";"638";"1668";"1";"19.0";"0.618";"0.3";"-";"0.84";"0.5";"-";"-";"-";"-";"-";"-";"638";"1668";"0.618"
"2015-06-11 09:41:33.000";"1434040893000";"665001";"2015-06-11";"09:41:33";"F";"13";"D";"613";"897";"335";"19.0";"0.317";"44.6";"480";"0.84";"0.6";"0.681";"0.595";"0.533";"0.860";"0.368";"0.315";"638";"1668";"0.618"
"2015-06-11 09:41:53.000";"1434040913000";"685001";"2015-06-11";"09:41:53";"F";"14";"D";"555";"799";"486";"19.0";"0.305";"62.3";"451";"0.84";"0.6";"0.701";"0.662";"0.570";"1.088";"0.333";"0.362";"638";"1668";"0.618"
"2015-06-11 09:42:12.000";"1434040932000";"704001";"2015-06-11";"09:42:12";"F";"15";"D";"538";"760";"652";"19.0";"0.292";"80.0";"438";"0.84";"0.6";"0.689";"0.687";"0.561";"1.195";"0.323";"0.385";"638";"1668";"0.618"
"2015-06-11 09:42:32.000";"1434040952000";"724001";"2015-06-11";"09:42:32";"F";"16";"D";"537";"714";"975";"19.0";"0.248";"101.6";"422";"0.84";"0.6";"0.606";"0.717";"0.476";"1.336";"0.322";"0.430";"638";"1668";"0.618"
"2015-06-11 09:42:51.000";"1434040971000";"743001";"2015-06-11";"09:42:51";"F";"17";"D";"543";"698";"1302";"19.0";"0.222";"121.4";"417";"0.84";"0.6";"0.552";"0.727";"0.424";"1.390";"0.326";"0.452";"638";"1668";"0.618"
"2015-06-11 09:43:11.000";"1434040991000";"763001";"2015-06-11";"09:43:11";"F";"18";"D";"563";"690";"1803";"19.0";"0.184";"139.3";"414";"0.84";"0.6";"0.460";"0.732";"0.338";"1.417";"0.338";"0.478";"638";"1668";"0.618"
"2015-06-11 09:43:31.000";"1434041011000";"783001";"2015-06-11";"09:43:31";"F";"19";"D";"569";"655";"2632";"19.0";"0.131";"144.8";"401";"0.84";"0.6";"0.339";"0.753";"0.239";"1.547";"0.341";"0.528";"638";"1668";"0.618"
"2015-06-11 09:43:50.000";"1434041030000";"802001";"2015-06-11";"09:43:50";"F";"20";"D";"557";"611";"3711";"19.0";"0.088";"137.2";"384";"0.84";"0.6";"0.238";"0.780";"0.164";"1.730";"0.334";"0.578";"638";"1668";"0.618"
"2015-06-11 09:43:50.001";"1434041030001";"802002";"2015-06-11";"09:43:50";"SLCE";"";"Light Curve end ";""
"2015-06-11 09:46:24.998";"1434041184998";"956999";"2015-06-11";"09:46:24";"C";"";"MI=8;SI=8;SW=0.8;AI=5;AW=0:20;AF=1.20;G=6;D=2;EF=0.84;FO=96;CW=0:30;CI=1;LW=0:20;LI=2;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-11 09:46:24.999";"1434041184999";"957000";"2015-06-11";"09:46:24";"SLCS";"";"Light Curve start ";""
"2015-06-11 09:46:24.999";"1434041184999";"957000";"2015-06-11";"09:46:24";"REG1";"";"#1: Error: Not enough measures for calculating regression data ";""
"2015-06-11 09:46:24.999";"1434041184999";"957000";"2015-06-11";"09:46:24";"REG2";"";"#1: Error: Not enough measures for calculating regression data ";""
"2015-06-11 09:46:25.000";"1434041185000";"957001";"2015-06-11";"09:46:25";"FO";"22";"l";"1838";"3996";"1";"19.0";"0.540";"0.2";"-";"0.84";"0.6";"-";"-";"-";"-";"-";"-";"1838";"3996";"0.540"
"2015-06-11 09:46:45.000";"1434041205000";"977001";"2015-06-11";"09:46:45";"F";"23";"D";"0";"0";"154";"20.0";"-";"-";"-";"0.84";"0.6";"-";"-";"-";"-";"-";"-";"1838";"3996";"0.540"
"2015-06-11 09:46:45.001";"1434041205001";"977002";"2015-06-11";"09:46:45";"SLCE";"";"Light Curve end ";""
"2015-06-11 09:48:41.998";"1434041321998";"1093999";"2015-06-11";"09:48:41";"C";"";"MI=8;SI=8;SW=0.8;AI=5;AW=0:20;AF=1.20;G=6;D=2;EF=0.84;FO=96;CW=0:30;CI=1;LW=0:20;LI=3;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-11 09:48:41.999";"1434041321999";"1094000";"2015-06-11";"09:48:41";"SLCS";"";"Light Curve start ";""
"2015-06-11 09:48:41.999";"1434041321999";"1094000";"2015-06-11";"09:48:41";"REG1";"";"#1: alpha: 0.115, ETRm: 113.549, Ik: 986.329   ( beta: 0.034, ETRmPot: 227.396 ) ";""
"2015-06-11 09:48:41.999";"1434041321999";"1094000";"2015-06-11";"09:48:41";"REG2";"";"#1: alpha: 0.099, ETRm: 112.682, Ik: 1141.434 ";""
"2015-06-11 09:48:42.000";"1434041322000";"1094001";"2015-06-11";"09:48:42";"FO";"25";"l";"700";"1485";"1";"20.0";"0.529";"0.2";"-";"0.84";"0.6";"-";"-";"-";"-";"-";"-";"700";"1485";"0.529"
"2015-06-11 09:49:01.000";"1434041341000";"1113001";"2015-06-11";"09:49:01";"F";"26";"D";"696";"880";"335";"20.0";"0.209";"29.4";"529";"0.84";"0.6";"0.524";"0.553";"0.398";"0.688";"0.469";"0.322";"700";"1485";"0.529"
"2015-06-11 09:49:20.000";"1434041360000";"1132001";"2015-06-11";"09:49:20";"F";"27";"D";"597";"769";"486";"20.0";"0.224";"45.7";"486";"0.84";"0.6";"0.608";"0.639";"0.495";"0.931";"0.402";"0.374";"700";"1485";"0.529"
"2015-06-11 09:49:40.000";"1434041380000";"1152001";"2015-06-11";"09:49:40";"F";"28";"D";"559";"718";"652";"20.0";"0.221";"60.5";"466";"0.84";"0.6";"0.631";"0.679";"0.526";"1.068";"0.376";"0.403";"700";"1485";"0.529"
"2015-06-11 09:49:59.000";"1434041399000";"1171001";"2015-06-11";"09:49:59";"F";"29";"D";"536";"663";"975";"20.0";"0.192";"78.6";"442";"0.84";"0.6";"0.575";"0.718";"0.474";"1.240";"0.361";"0.447";"700";"1485";"0.529"
"2015-06-11 09:50:19.000";"1434041419000";"1191001";"2015-06-11";"09:50:19";"F";"30";"D";"517";"620";"1302";"20.0";"0.166";"90.8";"422";"0.84";"0.6";"0.520";"0.748";"0.424";"1.395";"0.348";"0.486";"700";"1485";"0.529"
"2015-06-11 09:50:39.000";"1434041439000";"1211001";"2015-06-11";"09:50:39";"F";"31";"D";"503";"581";"1803";"20.0";"0.134";"101.5";"404";"0.84";"0.6";"0.441";"0.775";"0.354";"1.556";"0.339";"0.527";"700";"1485";"0.529"
"2015-06-11 09:50:58.000";"1434041458000";"1230001";"2015-06-11";"09:50:58";"F";"32";"D";"490";"546";"2632";"20.0";"0.103";"113.9";"387";"0.84";"0.7";"0.352";"0.797";"0.278";"1.720";"0.330";"0.567";"700";"1485";"0.529"
"2015-06-11 09:51:18.000";"1434041478000";"1250001";"2015-06-11";"09:51:18";"F";"33";"D";"474";"510";"3711";"20.0";"0.071";"110.7";"368";"0.84";"0.6";"0.254";"0.819";"0.197";"1.912";"0.319";"0.610";"700";"1485";"0.529"
"2015-06-11 09:51:18.001";"1434041478001";"1250002";"2015-06-11";"09:51:18";"SLCE";"";"Light Curve end ";""
"2015-06-11 09:53:33.998";"1434041613998";"1385999";"2015-06-11";"09:53:33";"C";"";"MI=8;SI=8;SW=0.8;AI=5;AW=0:20;AF=1.20;G=6;D=2;EF=0.84;FO=96;CW=0:30;CI=1;LW=0:20;LI=2;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-11 09:53:33.999";"1434041613999";"1386000";"2015-06-11";"09:53:33";"SLCS";"";"Light Curve start ";""
"2015-06-11 09:53:33.999";"1434041613999";"1386000";"2015-06-11";"09:53:33";"REG1";"";"#1: alpha: 0.153, ETRm: 63.345, Ik: 414.134   ( beta: 0.009, ETRmPot: 79.074 ) ";""
"2015-06-11 09:53:33.999";"1434041613999";"1386000";"2015-06-11";"09:53:33";"REG2";"";"#1: alpha: 0.126, ETRm: 61.694, Ik: 490.943 ";""
"2015-06-11 09:53:34.000";"1434041614000";"1386001";"2015-06-11";"09:53:34";"FO";"35";"l";"1420";"2899";"1";"20.0";"0.510";"0.2";"-";"0.84";"0.7";"-";"-";"-";"-";"-";"-";"1420";"2899";"0.510"
"2015-06-11 09:53:53.000";"1434041633000";"1405001";"2015-06-11";"09:53:53";"F";"36";"D";"1207";"1564";"154";"20.0";"0.228";"14.7";"1001";"0.84";"0.6";"0.634";"0.619";"0.526";"0.854";"0.416";"0.356";"1420";"2899";"0.510"
"2015-06-11 09:54:13.000";"1434041653000";"1425001";"2015-06-11";"09:54:13";"F";"37";"D";"915";"1231";"335";"20.0";"0.257";"36.2";"854";"0.84";"0.7";"0.838";"0.745";"0.782";"1.355";"0.316";"0.427";"1420";"2899";"0.510"
"2015-06-11 09:54:32.000";"1434041672000";"1444001";"2015-06-11";"09:54:32";"F";"38";"D";"940";"1238";"486";"20.0";"0.241";"49.2";"857";"0.84";"0.7";"0.782";"0.742";"0.713";"1.342";"0.324";"0.435";"1420";"2899";"0.510"
"2015-06-11 09:54:52.000";"1434041692000";"1464001";"2015-06-11";"09:54:52";"F";"39";"D";"847";"1057";"652";"21.0";"0.199";"54.5";"766";"0.84";"0.7";"0.722";"0.803";"0.653";"1.743";"0.292";"0.509";"1420";"2899";"0.510"
"2015-06-11 09:55:12.000";"1434041712000";"1484001";"2015-06-11";"09:55:12";"F";"40";"D";"698";"817";"975";"20.0";"0.146";"59.8";"632";"0.84";"0.7";"0.643";"0.875";"0.582";"2.548";"0.241";"0.613";"1420";"2899";"0.510"
"2015-06-11 09:55:31.000";"1434041731000";"1503001";"2015-06-11";"09:55:31";"F";"41";"D";"660";"740";"1302";"20.0";"0.108";"59.1";"585";"0.84";"0.7";"0.516";"0.895";"0.457";"2.918";"0.228";"0.664";"1420";"2899";"0.510"
"2015-06-11 09:55:51.000";"1434041751000";"1523001";"2015-06-11";"09:55:51";"F";"42";"D";"618";"676";"1803";"20.0";"0.086";"65.1";"544";"0.84";"0.7";"0.439";"0.911";"0.386";"3.288";"0.213";"0.701";"1420";"2899";"0.510"
"2015-06-11 09:56:10.000";"1434041770000";"1542001";"2015-06-11";"09:56:10";"F";"43";"D";"622";"657";"2632";"20.0";"0.053";"58.6";"532";"0.84";"0.7";"0.280";"0.915";"0.239";"3.412";"0.215";"0.732";"1420";"2899";"0.510"
"2015-06-11 09:56:10.001";"1434041770001";"1542002";"2015-06-11";"09:56:10";"SLCE";"";"Light Curve end ";""
"2015-06-11 09:57:37.999";"1434041857999";"1630000";"2015-06-11";"09:57:37";"SLCS";"";"Light Curve start ";""
"2015-06-11 09:57:37.999";"1434041857999";"1630000";"2015-06-11";"09:57:37";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.004, ETRmPot: 34.306 ) ";""
"2015-06-11 09:57:37.999";"1434041857999";"1630000";"2015-06-11";"09:57:37";"REG2";"";"#1: alpha: 0.060, ETRm: 43.599, Ik: 723.941 ";""
"2015-06-11 09:57:38.000";"1434041858000";"1630001";"2015-06-11";"09:57:38";"FO";"44";"l";"372";"516";"1";"21.0";"0.279";"0.1";"-";"0.84";"0.7";"-";"-";"-";"-";"-";"-";"372";"516";"0.279"
"2015-06-11 09:57:56.000";"1434041876000";"1648001";"2015-06-11";"09:57:56";"F";"45";"D";"315";"378";"154";"21.0";"0.167";"10.8";"294";"0.84";"0.7";"0.750";"0.417";"0.700";"0.365";"0.610";"0.223";"372";"516";"0.279"
"2015-06-11 09:58:16.000";"1434041896000";"1668001";"2015-06-11";"09:58:16";"F";"46";"D";"305";"355";"335";"21.0";"0.141";"19.8";"280";"0.84";"0.7";"0.667";"0.479";"0.612";"0.454";"0.591";"0.268";"372";"516";"0.279"
"2015-06-11 09:58:35.000";"1434041915000";"1687001";"2015-06-11";"09:58:35";"F";"47";"D";"304";"349";"486";"20.0";"0.129";"26.3";"277";"0.84";"0.7";"0.625";"0.500";"0.569";"0.479";"0.589";"0.282";"372";"516";"0.279"
"2015-06-11 09:58:55.000";"1434041935000";"1707001";"2015-06-11";"09:58:55";"F";"48";"D";"305";"343";"652";"21.0";"0.111";"30.4";"273";"0.84";"0.7";"0.543";"0.514";"0.486";"0.504";"0.591";"0.298";"372";"516";"0.279"
"2015-06-11 09:59:15.000";"1434041955000";"1727001";"2015-06-11";"09:59:15";"F";"49";"D";"295";"325";"975";"21.0";"0.092";"37.7";"261";"0.84";"0.7";"0.469";"0.556";"0.415";"0.588";"0.572";"0.336";"372";"516";"0.279"
"2015-06-11 09:59:34.000";"1434041974000";"1746001";"2015-06-11";"09:59:34";"F";"50";"D";"284";"306";"1302";"21.0";"0.072";"39.4";"249";"0.84";"0.7";"0.386";"0.604";"0.338";"0.686";"0.550";"0.378";"372";"516";"0.279"
"2015-06-11 09:59:54.000";"1434041994000";"1766001";"2015-06-11";"09:59:54";"F";"51";"D";"275";"290";"1803";"22.0";"0.052";"39.4";"238";"0.84";"0.7";"0.288";"0.639";"0.249";"0.779";"0.533";"0.415";"372";"516";"0.279"
"2015-06-11 10:00:13.000";"1434042013000";"1785001";"2015-06-11";"10:00:13";"F";"52";"D";"261";"273";"2632";"21.0";"0.044";"48.6";"227";"0.84";"0.7";"0.261";"0.681";"0.227";"0.890";"0.506";"0.450";"372";"516";"0.279"
"2015-06-11 10:00:13.001";"1434042013001";"1785002";"2015-06-11";"10:00:13";"SLCE";"";"Light Curve end ";""
"2015-06-11 10:02:20.999";"1434042140999";"1913000";"2015-06-11";"10:02:20";"SLCS";"";"Light Curve start ";""
"2015-06-11 10:02:20.999";"1434042140999";"1913000";"2015-06-11";"10:02:20";"REG1";"";"#1: alpha: 0.076, ETRm: 48.290, Ik: 632.365   ( beta: 0.017, ETRmPot: 85.926 ) ";""
"2015-06-11 10:02:20.999";"1434042140999";"1913000";"2015-06-11";"10:02:20";"REG2";"";"#1: alpha: 0.065, ETRm: 47.783, Ik: 739.462 ";""
"2015-06-11 10:02:21.000";"1434042141000";"1913001";"2015-06-11";"10:02:21";"FO";"53";"l";"321";"503";"1";"21.0";"0.362";"0.2";"-";"0.84";"0.7";"-";"-";"-";"-";"-";"-";"321";"503";"0.362"
"2015-06-11 10:02:40.000";"1434042160000";"1932001";"2015-06-11";"10:02:40";"F";"54";"D";"253";"310";"154";"21.0";"0.184";"11.9";"230";"0.84";"0.7";"0.713";"0.560";"0.648";"0.623";"0.503";"0.313";"321";"503";"0.362"
"2015-06-11 10:02:59.000";"1434042179000";"1951001";"2015-06-11";"10:02:59";"F";"55";"D";"231";"275";"335";"21.0";"0.160";"22.5";"210";"0.84";"0.7";"0.677";"0.643";"0.615";"0.829";"0.459";"0.381";"321";"503";"0.362"
"2015-06-11 10:03:19.000";"1434042199000";"1971001";"2015-06-11";"10:03:19";"F";"56";"D";"209";"240";"486";"21.0";"0.129";"26.3";"189";"0.84";"0.7";"0.608";"0.720";"0.550";"1.096";"0.416";"0.455";"321";"503";"0.362"
"2015-06-11 10:03:38.000";"1434042218000";"1990001";"2015-06-11";"10:03:38";"F";"57";"D";"189";"213";"652";"21.0";"0.113";"30.9";"172";"0.84";"0.7";"0.585";"0.775";"0.532";"1.362";"0.376";"0.511";"321";"503";"0.362"
"2015-06-11 10:03:58.000";"1434042238000";"2010001";"2015-06-11";"10:03:58";"F";"58";"D";"175";"195";"975";"23.0";"0.103";"42.2";"160";"0.84";"0.7";"0.571";"0.808";"0.522";"1.579";"0.348";"0.549";"321";"503";"0.362"
"2015-06-11 10:04:18.000";"1434042258000";"2030001";"2015-06-11";"10:04:18";"F";"59";"D";"162";"177";"1302";"21.0";"0.085";"46.5";"148";"0.84";"0.7";"0.517";"0.841";"0.472";"1.842";"0.322";"0.593";"321";"503";"0.362"
"2015-06-11 10:04:37.000";"1434042277000";"2049001";"2015-06-11";"10:04:37";"F";"60";"D";"149";"159";"1803";"21.0";"0.063";"47.7";"135";"0.84";"0.7";"0.417";"0.868";"0.378";"2.164";"0.296";"0.641";"321";"503";"0.362"
"2015-06-11 10:04:57.000";"1434042297000";"2069001";"2015-06-11";"10:04:57";"F";"61";"D";"138";"144";"2632";"22.0";"0.042";"46.4";"124";"0.84";"0.8";"0.300";"0.890";"0.270";"2.493";"0.274";"0.684";"321";"503";"0.362"
"2015-06-11 10:04:57.001";"1434042297001";"2069002";"2015-06-11";"10:04:57";"SLCE";"";"Light Curve end ";""
"2015-06-11 10:07:37.998";"1434042457998";"2229999";"2015-06-11";"10:07:37";"C";"";"MI=8;SI=8;SW=0.8;AI=5;AW=0:20;AF=1.20;G=6;D=2;EF=0.84;FO=96;CW=0:30;CI=1;LW=0:20;LI=3;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-11 10:07:37.999";"1434042457999";"2230000";"2015-06-11";"10:07:37";"SLCS";"";"Light Curve start ";""
"2015-06-11 10:07:37.999";"1434042457999";"2230000";"2015-06-11";"10:07:37";"REG1";"";"#1: alpha: 0.185, ETRm: 180.132, Ik: 972.681   ( beta: 1.765, ETRmPot: 4910.667 ) ";""
"2015-06-11 10:07:37.999";"1434042457999";"2230000";"2015-06-11";"10:07:37";"REG2";"";"#1: alpha: 0.164, ETRm: 176.992, Ik: 1080.507 ";""
"2015-06-11 10:07:38.000";"1434042458000";"2230001";"2015-06-11";"10:07:38";"FO";"63";"l";"768";"2031";"1";"22.0";"0.622";"0.3";"-";"0.84";"0.7";"-";"-";"-";"-";"-";"-";"768";"2031";"0.622"
"2015-06-11 10:07:56.000";"1434042476000";"2248001";"2015-06-11";"10:07:56";"F";"64";"D";"829";"1261";"335";"22.0";"0.343";"48.3";"624";"0.84";"0.7";"0.678";"0.496";"0.510";"0.611";"0.408";"0.249";"768";"2031";"0.622"
"2015-06-11 10:08:16.000";"1434042496000";"2268001";"2015-06-11";"10:08:16";"F";"65";"D";"722";"1126";"486";"22.0";"0.359";"73.3";"589";"0.84";"0.7";"0.752";"0.575";"0.613";"0.804";"0.355";"0.286";"768";"2031";"0.622"
"2015-06-11 10:08:35.000";"1434042515000";"2287001";"2015-06-11";"10:08:35";"F";"66";"D";"673";"1037";"652";"22.0";"0.351";"96.1";"564";"0.84";"0.8";"0.770";"0.625";"0.645";"0.959";"0.331";"0.318";"768";"2031";"0.622"
"2015-06-11 10:08:55.000";"1434042535000";"2307001";"2015-06-11";"10:08:55";"F";"67";"D";"649";"940";"975";"22.0";"0.310";"126.9";"534";"0.84";"0.8";"0.717";"0.679";"0.590";"1.161";"0.320";"0.370";"768";"2031";"0.622"
"2015-06-11 10:09:15.000";"1434042555000";"2327001";"2015-06-11";"10:09:15";"F";"68";"D";"617";"847";"1302";"22.0";"0.272";"148.7";"502";"0.84";"0.8";"0.667";"0.727";"0.543";"1.398";"0.304";"0.424";"768";"2031";"0.622"
"2015-06-11 10:09:34.000";"1434042574000";"2346001";"2015-06-11";"10:09:34";"F";"69";"D";"601";"775";"1803";"22.0";"0.225";"170.4";"476";"0.84";"0.7";"0.582";"0.763";"0.461";"1.621";"0.296";"0.479";"768";"2031";"0.622"
"2015-06-11 10:09:54.000";"1434042594000";"2366001";"2015-06-11";"10:09:54";"F";"70";"D";"588";"700";"2632";"22.0";"0.160";"176.9";"447";"0.84";"0.8";"0.443";"0.800";"0.337";"1.901";"0.290";"0.550";"768";"2031";"0.622"
"2015-06-11 10:10:13.000";"1434042613000";"2385001";"2015-06-11";"10:10:13";"F";"71";"D";"558";"626";"3711";"22.0";"0.109";"169.9";"415";"0.84";"0.8";"0.322";"0.833";"0.239";"2.244";"0.275";"0.616";"768";"2031";"0.622"
"2015-06-11 10:10:13.001";"1434042613001";"2385002";"2015-06-11";"10:10:13";"SLCE";"";"Light Curve end ";""
"2015-06-11 10:10:38.999";"1434042638999";"2411000";"2015-06-11";"10:10:38";"SICS";"";"Induction Curve start ";""
"2015-06-11 10:10:39.000";"1434042639000";"2411001";"2015-06-11";"10:10:39";"FO";"72";"q";"0";"0";"1";"22.0";"-";"-";"-";"0.84";"0.8";"-";"-";"-";"-";"-";"-";"0";"0";"-"
"2015-06-11 10:10:39.001";"1434042639001";"2411002";"2015-06-11";"10:10:39";"SICE";"";"Induction Curve end ";""
"2015-06-11 10:11:44.998";"1434042704998";"2476999";"2015-06-11";"10:11:44";"C";"";"MI=8;SI=8;SW=0.8;AI=5;AW=0:20;AF=1.20;G=6;D=2;EF=0.84;FO=96;CW=0:30;CI=1;LW=0:20;LI=2;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-11 10:11:44.999";"1434042704999";"2477000";"2015-06-11";"10:11:44";"SLCS";"";"Light Curve start ";""
"2015-06-11 10:11:44.999";"1434042704999";"2477000";"2015-06-11";"10:11:44";"REG1";"";"#1: alpha: 0.237, ETRm: 113.740, Ik: 480.393   ( beta: 0.166, ETRmPot: 359.990 ) ";""
"2015-06-11 10:11:44.999";"1434042704999";"2477000";"2015-06-11";"10:11:44";"REG2";"";"#1: alpha: 0.211, ETRm: 106.549, Ik: 505.887 ";""
"2015-06-11 10:11:45.000";"1434042705000";"2477001";"2015-06-11";"10:11:45";"FO";"74";"l";"1267";"2542";"1";"22.0";"0.502";"0.2";"-";"0.84";"0.8";"-";"-";"-";"-";"-";"-";"1267";"2542";"0.502"
"2015-06-11 10:12:03.000";"1434042723000";"2495001";"2015-06-11";"10:12:03";"F";"75";"D";"1288";"1986";"154";"22.0";"0.351";"22.7";"1112";"0.84";"0.8";"0.799";"0.315";"0.690";"0.280";"0.507";"0.142";"1267";"2542";"0.502"
"2015-06-11 10:12:23.000";"1434042743000";"2515001";"2015-06-11";"10:12:23";"F";"76";"D";"959";"1515";"335";"22.0";"0.367";"51.6";"947";"0.84";"0.8";"0.979";"0.555";"0.967";"0.678";"0.377";"0.256";"1267";"2542";"0.502"
"2015-06-11 10:12:42.000";"1434042762000";"2534001";"2015-06-11";"10:12:42";"F";"77";"D";"948";"1576";"486";"22.0";"0.398";"81.2";"971";"0.84";"0.8";"1.038";"0.525";"1.063";"0.613";"0.373";"0.229";"1267";"2542";"0.502"
"2015-06-11 10:13:02.000";"1434042782000";"2554001";"2015-06-11";"10:13:02";"F";"78";"D";"967";"1554";"652";"23.0";"0.378";"103.5";"962";"0.84";"0.8";"0.992";"0.536";"0.987";"0.636";"0.380";"0.242";"1267";"2542";"0.502"
"2015-06-11 10:13:22.000";"1434042802000";"2574001";"2015-06-11";"10:13:22";"F";"79";"D";"799";"1107";"975";"23.0";"0.278";"113.8";"770";"0.84";"0.8";"0.914";"0.736";"0.881";"1.296";"0.314";"0.408";"1267";"2542";"0.502"
"2015-06-11 10:13:41.000";"1434042821000";"2593001";"2015-06-11";"10:13:41";"F";"80";"D";"670";"839";"1302";"23.0";"0.201";"109.9";"630";"0.84";"0.8";"0.809";"0.836";"0.761";"2.030";"0.264";"0.535";"1267";"2542";"0.502"
"2015-06-11 10:14:01.000";"1434042841000";"2613001";"2015-06-11";"10:14:01";"F";"81";"D";"614";"710";"1803";"23.0";"0.135";"102.2";"554";"0.84";"0.8";"0.615";"0.878";"0.555";"2.580";"0.242";"0.623";"1267";"2542";"0.502"
"2015-06-11 10:14:20.000";"1434042860000";"2632001";"2015-06-11";"10:14:20";"F";"82";"D";"595";"649";"2632";"23.0";"0.083";"91.8";"516";"0.84";"0.8";"0.406";"0.896";"0.352";"2.917";"0.234";"0.683";"1267";"2542";"0.502"
"2015-06-11 10:14:20.001";"1434042860001";"2632002";"2015-06-11";"10:14:20";"SLCE";"";"Light Curve end ";""
