"2015-06-12";"07:05:12";"WinControl (rev 848) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:Mark";"1:F";"1:Fm'";"1:PAR";"1:Temp";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:Depth";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"2015-06-11 11:11:50.000";"1434046310000";"6082001";"2015-06-11";"11:11:50";"F";"189";"D";"138";"149";"1302";"27.0";"0.074";"40.5";"129";"0.84";"0.9";"0.550";"0.831";"0.514";"1.691";"0.344";"0.582";"283";"401";"0.294"
"2015-06-11 11:12:10.000";"1434046330000";"6102001";"2015-06-11";"11:12:10";"F";"190";"D";"128";"137";"1803";"26.0";"0.066";"50.0";"120";"0.84";"0.9";"0.529";"0.856";"0.496";"1.927";"0.319";"0.615";"283";"401";"0.294"
"2015-06-11 11:12:29.000";"1434046349000";"6121001";"2015-06-11";"11:12:29";"F";"191";"D";"116";"121";"2632";"26.0";"0.041";"45.3";"107";"0.84";"0.9";"0.357";"0.881";"0.329";"2.314";"0.289";"0.670";"283";"401";"0.294"
"2015-06-11 11:12:29.001";"1434046349001";"6121002";"2015-06-11";"11:12:29";"SLCE";"";"Light Curve end ";""
"2015-06-11 11:13:09.999";"1434046389999";"6162000";"2015-06-11";"11:13:09";"SLCS";"";"Light Curve start ";""
"2015-06-11 11:13:09.999";"1434046389999";"6162000";"2015-06-11";"11:13:09";"REG1";"";"#1: alpha: 0.076, ETRm: 42.992, Ik: 562.436   ( beta: 0.000, ETRmPot: 43.574 ) ";""
"2015-06-11 11:13:09.999";"1434046389999";"6162000";"2015-06-11";"11:13:09";"REG2";"";"#1: alpha: 0.059, ETRm: 41.769, Ik: 710.778 ";""
"2015-06-11 11:13:10.000";"1434046390000";"6162001";"2015-06-11";"11:13:10";"FO";"192";"l";"341";"496";"1";"26.0";"0.313";"0.1";"-";"0.84";"0.9";"-";"-";"-";"-";"-";"-";"341";"496";"0.313"
"2015-06-11 11:13:28.000";"1434046408000";"6180001";"2015-06-11";"11:13:28";"F";"193";"D";"244";"289";"154";"27.0";"0.156";"10.1";"228";"0.84";"0.9";"0.738";"0.606";"0.690";"0.716";"0.492";"0.352";"341";"496";"0.313"
"2015-06-11 11:13:48.000";"1434046428000";"6200001";"2015-06-11";"11:13:48";"F";"194";"D";"223";"258";"335";"27.0";"0.136";"19.1";"209";"0.84";"0.9";"0.714";"0.684";"0.669";"0.922";"0.450";"0.414";"341";"496";"0.313"
"2015-06-11 11:14:08.000";"1434046448000";"6220001";"2015-06-11";"11:14:08";"F";"195";"D";"211";"241";"486";"27.0";"0.124";"25.3";"197";"0.84";"0.9";"0.682";"0.716";"0.637";"1.058";"0.425";"0.451";"341";"496";"0.313"
"2015-06-11 11:14:27.000";"1434046467000";"6239001";"2015-06-11";"11:14:27";"F";"196";"D";"197";"221";"652";"27.0";"0.109";"29.8";"184";"0.84";"0.9";"0.649";"0.761";"0.606";"1.244";"0.397";"0.494";"341";"496";"0.313"
"2015-06-11 11:14:47.000";"1434046487000";"6259001";"2015-06-11";"11:14:47";"F";"197";"D";"185";"202";"975";"27.0";"0.084";"34.4";"170";"0.84";"0.9";"0.531";"0.794";"0.488";"1.455";"0.373";"0.543";"341";"496";"0.313"
"2015-06-11 11:15:06.000";"1434046506000";"6278001";"2015-06-11";"11:15:06";"F";"198";"D";"173";"187";"1302";"27.0";"0.075";"41.0";"160";"0.84";"0.9";"0.519";"0.826";"0.480";"1.652";"0.349";"0.576";"341";"496";"0.313"
"2015-06-11 11:15:26.000";"1434046526000";"6298001";"2015-06-11";"11:15:26";"F";"199";"D";"160";"169";"1803";"27.0";"0.053";"40.1";"146";"0.84";"0.9";"0.391";"0.852";"0.357";"1.935";"0.323";"0.624";"341";"496";"0.313"
"2015-06-11 11:15:46.000";"1434046546000";"6318001";"2015-06-11";"11:15:46";"F";"200";"D";"147";"153";"2632";"27.0";"0.039";"43.1";"134";"0.84";"0.9";"0.316";"0.877";"0.288";"2.242";"0.296";"0.665";"341";"496";"0.313"
"2015-06-11 11:15:46.001";"1434046546001";"6318002";"2015-06-11";"11:15:46";"SLCE";"";"Light Curve end ";""
"2015-06-11 11:19:54.998";"1434046794998";"6566999";"2015-06-11";"11:19:54";"C";"";"MI=8;SI=8;SW=0.8;AI=5;AW=0:20;AF=1.20;G=6;D=2;EF=0.84;FO=96;CW=0:30;CI=1;LW=0:20;LI=3;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-11 11:19:54.999";"1434046794999";"6567000";"2015-06-11";"11:19:54";"SLCS";"";"Light Curve start ";""
"2015-06-11 11:19:54.999";"1434046794999";"6567000";"2015-06-11";"11:19:54";"REG1";"";"#1: alpha: 0.197, ETRm: 160.694, Ik: 817.649   ( beta: 0.059, ETRmPot: 324.758 ) ";""
"2015-06-11 11:19:54.999";"1434046794999";"6567000";"2015-06-11";"11:19:54";"REG2";"";"#1: alpha: 0.170, ETRm: 156.422, Ik: 918.673 ";""
"2015-06-11 11:19:55.000";"1434046795000";"6567001";"2015-06-11";"11:19:55";"FO";"202";"l";"642";"1946";"1";"27.0";"0.670";"0.3";"-";"0.84";"0.9";"-";"-";"-";"-";"-";"-";"642";"1946";"0.670"
"2015-06-11 11:20:14.000";"1434046814000";"6586001";"2015-06-11";"11:20:14";"F";"203";"D";"861";"1323";"335";"27.0";"0.349";"49.1";"556";"0.84";"0.9";"0.602";"0.412";"0.389";"0.471";"0.442";"0.209";"642";"1946";"0.670"
"2015-06-11 11:20:34.000";"1434046834000";"6606001";"2015-06-11";"11:20:34";"F";"204";"D";"723";"1142";"486";"27.0";"0.367";"74.9";"521";"0.84";"0.9";"0.675";"0.524";"0.486";"0.704";"0.372";"0.261";"642";"1946";"0.670"
"2015-06-11 11:20:53.000";"1434046853000";"6625001";"2015-06-11";"11:20:53";"F";"205";"D";"643";"990";"652";"27.0";"0.351";"96.1";"487";"0.84";"0.9";"0.690";"0.614";"0.523";"0.966";"0.330";"0.319";"642";"1946";"0.670"
"2015-06-11 11:21:13.000";"1434046873000";"6645001";"2015-06-11";"11:21:13";"F";"206";"D";"604";"865";"975";"27.0";"0.302";"123.7";"455";"0.84";"0.9";"0.637";"0.686";"0.480";"1.250";"0.310";"0.388";"642";"1946";"0.670"
"2015-06-11 11:21:33.000";"1434046893000";"6665001";"2015-06-11";"11:21:33";"F";"207";"D";"569";"768";"1302";"28.0";"0.259";"141.6";"426";"0.84";"0.9";"0.582";"0.738";"0.436";"1.534";"0.292";"0.449";"642";"1946";"0.670"
"2015-06-11 11:21:52.000";"1434046912000";"6684001";"2015-06-11";"11:21:52";"F";"208";"D";"550";"693";"1803";"27.0";"0.206";"156.0";"402";"0.84";"0.9";"0.491";"0.777";"0.359";"1.808";"0.283";"0.511";"642";"1946";"0.670"
"2015-06-11 11:22:12.000";"1434046932000";"6704001";"2015-06-11";"11:22:12";"F";"209";"D";"528";"615";"2632";"27.0";"0.141";"155.9";"375";"0.84";"0.9";"0.363";"0.816";"0.258";"2.164";"0.271";"0.588";"642";"1946";"0.670"
"2015-06-11 11:22:31.000";"1434046951000";"6723001";"2015-06-11";"11:22:31";"F";"210";"D";"491";"543";"3711";"27.0";"0.096";"149.6";"347";"0.84";"0.9";"0.265";"0.850";"0.187";"2.584";"0.252";"0.652";"642";"1946";"0.670"
"2015-06-11 11:22:31.001";"1434046951001";"6723002";"2015-06-11";"11:22:31";"SLCE";"";"Light Curve end ";""
"2015-06-11 11:25:12.998";"1434047112998";"6884999";"2015-06-11";"11:25:12";"C";"";"MI=8;SI=8;SW=0.8;AI=5;AW=0:20;AF=1.20;G=6;D=2;EF=0.84;FO=96;CW=0:30;CI=1;LW=0:20;LI=2;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-11 11:25:12.999";"1434047112999";"6885000";"2015-06-11";"11:25:12";"SLCS";"";"Light Curve start ";""
"2015-06-11 11:25:12.999";"1434047112999";"6885000";"2015-06-11";"11:25:12";"REG1";"";"#1: alpha: 0.195, ETRm: 97.060, Ik: 498.586   ( beta: 0.041, ETRmPot: 169.335 ) ";""
"2015-06-11 11:25:12.999";"1434047112999";"6885000";"2015-06-11";"11:25:12";"REG2";"";"#1: alpha: 0.168, ETRm: 93.675, Ik: 558.762 ";""
"2015-06-11 11:25:13.000";"1434047113000";"6885001";"2015-06-11";"11:25:13";"FO";"212";"l";"1631";"2780";"1";"27.0";"0.413";"0.2";"-";"0.84";"0.9";"-";"-";"-";"-";"-";"-";"1631";"2780";"0.413"
"2015-06-11 11:25:32.000";"1434047132000";"6904001";"2015-06-11";"11:25:32";"F";"213";"D";"1631";"2321";"154";"27.0";"0.297";"19.2";"1461";"0.84";"0.9";"0.802";"0.252";"0.718";"0.198";"0.587";"0.116";"1631";"2780";"0.413"
"2015-06-11 11:25:51.000";"1434047151000";"6923001";"2015-06-11";"11:25:51";"F";"214";"D";"1251";"1809";"335";"27.0";"0.308";"43.3";"1240";"0.84";"0.9";"0.981";"0.505";"0.972";"0.537";"0.450";"0.242";"1631";"2780";"0.413"
"2015-06-11 11:26:11.000";"1434047171000";"6943001";"2015-06-11";"11:26:11";"F";"215";"D";"1208";"1802";"486";"27.0";"0.330";"67.4";"1237";"0.84";"0.9";"1.051";"0.508";"1.076";"0.543";"0.435";"0.235";"1631";"2780";"0.413"
"2015-06-11 11:26:31.000";"1434047191000";"6963001";"2015-06-11";"11:26:31";"F";"216";"D";"1230";"1786";"652";"27.0";"0.311";"85.2";"1230";"0.84";"0.9";"1.000";"0.516";"1.000";"0.557";"0.442";"0.247";"1631";"2780";"0.413"
"2015-06-11 11:26:50.000";"1434047210000";"6982001";"2015-06-11";"11:26:50";"F";"217";"D";"1070";"1379";"975";"27.0";"0.224";"91.7";"1022";"0.84";"0.9";"0.866";"0.689";"0.827";"1.016";"0.385";"0.391";"1631";"2780";"0.413"
"2015-06-11 11:27:10.000";"1434047230000";"7002001";"2015-06-11";"11:27:10";"F";"218";"D";"903";"1085";"1302";"28.0";"0.168";"91.9";"851";"0.84";"0.9";"0.778";"0.796";"0.733";"1.562";"0.325";"0.507";"1631";"2780";"0.413"
"2015-06-11 11:27:29.000";"1434047249000";"7021001";"2015-06-11";"11:27:29";"F";"219";"D";"813";"928";"1803";"27.0";"0.124";"93.9";"751";"0.84";"0.9";"0.650";"0.846";"0.600";"1.996";"0.292";"0.584";"1631";"2780";"0.413"
"2015-06-11 11:27:49.000";"1434047269000";"7041001";"2015-06-11";"11:27:49";"F";"220";"D";"778";"845";"2632";"27.0";"0.079";"87.3";"696";"0.84";"1.0";"0.450";"0.870";"0.403";"2.290";"0.280";"0.641";"1631";"2780";"0.413"
"2015-06-11 11:27:49.001";"1434047269001";"7041002";"2015-06-11";"11:27:49";"SLCE";"";"Light Curve end ";""
"2015-06-11 11:30:22.998";"1434047422998";"7194999";"2015-06-11";"11:30:22";"C";"";"MI=8;SI=8;SW=0.8;AI=5;AW=0:20;AF=1.20;G=6;D=2;EF=0.84;FO=96;CW=0:30;CI=1;LW=0:20;LI=3;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-11 11:30:22.999";"1434047422999";"7195000";"2015-06-11";"11:30:22";"SLCS";"";"Light Curve start ";""
"2015-06-11 11:30:22.999";"1434047422999";"7195000";"2015-06-11";"11:30:22";"REG1";"";"#1: alpha: 0.138, ETRm: 132.212, Ik: 956.511   ( beta: 1.213, ETRmPot: 3331.329 ) ";""
"2015-06-11 11:30:22.999";"1434047422999";"7195000";"2015-06-11";"11:30:22";"REG2";"";"#1: alpha: 0.123, ETRm: 129.458, Ik: 1054.859 ";""
"2015-06-11 11:30:23.000";"1434047423000";"7195001";"2015-06-11";"11:30:23";"FO";"222";"l";"658";"1554";"1";"27.0";"0.577";"0.2";"-";"0.84";"0.9";"-";"-";"-";"-";"-";"-";"658";"1554";"0.577"
"2015-06-11 11:30:42.000";"1434047442000";"7214001";"2015-06-11";"11:30:42";"F";"223";"D";"668";"881";"335";"28.0";"0.242";"34.0";"497";"0.84";"0.9";"0.555";"0.571";"0.413";"0.764";"0.430";"0.328";"658";"1554";"0.577"
"2015-06-11 11:31:01.000";"1434047461000";"7233001";"2015-06-11";"11:31:01";"F";"224";"D";"561";"769";"486";"28.0";"0.270";"55.1";"459";"0.84";"0.9";"0.671";"0.654";"0.549";"1.021";"0.361";"0.369";"658";"1554";"0.577"
"2015-06-11 11:31:21.000";"1434047481000";"7253001";"2015-06-11";"11:31:21";"F";"225";"D";"497";"675";"652";"27.0";"0.264";"72.3";"424";"0.84";"0.9";"0.709";"0.720";"0.605";"1.302";"0.320";"0.416";"658";"1554";"0.577"
"2015-06-11 11:31:40.000";"1434047500000";"7272001";"2015-06-11";"11:31:40";"F";"226";"D";"456";"593";"975";"28.0";"0.231";"94.6";"390";"0.84";"0.9";"0.675";"0.773";"0.577";"1.621";"0.293";"0.476";"658";"1554";"0.577"
"2015-06-11 11:32:00.000";"1434047520000";"7292001";"2015-06-11";"11:32:00";"F";"227";"D";"427";"537";"1302";"28.0";"0.205";"112.1";"365";"0.84";"0.9";"0.640";"0.808";"0.547";"1.894";"0.275";"0.520";"658";"1554";"0.577"
"2015-06-11 11:32:20.000";"1434047540000";"7312001";"2015-06-11";"11:32:20";"F";"228";"D";"404";"481";"1803";"28.0";"0.160";"121.2";"338";"0.84";"0.9";"0.538";"0.840";"0.450";"2.231";"0.260";"0.580";"658";"1554";"0.577"
"2015-06-11 11:32:39.000";"1434047559000";"7331001";"2015-06-11";"11:32:39";"F";"229";"D";"382";"434";"2632";"28.0";"0.120";"132.7";"314";"0.84";"1.0";"0.433";"0.866";"0.356";"2.581";"0.246";"0.634";"658";"1554";"0.577"
"2015-06-11 11:32:59.000";"1434047579000";"7351001";"2015-06-11";"11:32:59";"F";"230";"D";"360";"391";"3711";"28.0";"0.079";"123.1";"291";"0.84";"1.0";"0.310";"0.888";"0.251";"2.974";"0.232";"0.689";"658";"1554";"0.577"
"2015-06-11 11:32:59.001";"1434047579001";"7351002";"2015-06-11";"11:32:59";"SLCE";"";"Light Curve end ";""
"2015-06-11 11:35:12.998";"1434047712998";"7484999";"2015-06-11";"11:35:12";"C";"";"MI=8;SI=8;SW=0.8;AI=5;AW=0:20;AF=1.20;G=6;D=2;EF=0.84;FO=96;CW=0:30;CI=1;LW=0:20;LI=2;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-11 11:35:12.999";"1434047712999";"7485000";"2015-06-11";"11:35:12";"SLCS";"";"Light Curve start ";""
"2015-06-11 11:35:12.999";"1434047712999";"7485000";"2015-06-11";"11:35:12";"REG1";"";"#1: alpha: 0.205, ETRm: 88.721, Ik: 432.944   ( beta: 0.013, ETRmPot: 113.369 ) ";""
"2015-06-11 11:35:12.999";"1434047712999";"7485000";"2015-06-11";"11:35:12";"REG2";"";"#1: alpha: 0.167, ETRm: 86.679, Ik: 517.917 ";""
"2015-06-11 11:35:13.000";"1434047713000";"7485001";"2015-06-11";"11:35:13";"FO";"232";"l";"1268";"2774";"1";"28.0";"0.543";"0.2";"-";"0.84";"0.9";"-";"-";"-";"-";"-";"-";"1268";"2774";"0.543"
"2015-06-11 11:35:31.000";"1434047731000";"7503001";"2015-06-11";"11:35:31";"F";"233";"D";"1243";"1935";"154";"28.0";"0.358";"23.2";"1058";"0.84";"1.0";"0.789";"0.418";"0.672";"0.434";"0.448";"0.194";"1268";"2774";"0.543"
"2015-06-11 11:35:51.000";"1434047751000";"7523001";"2015-06-11";"11:35:51";"F";"234";"D";"1041";"1573";"335";"28.0";"0.338";"47.6";"940";"0.84";"0.9";"0.840";"0.580";"0.759";"0.764";"0.375";"0.287";"1268";"2774";"0.543"
"2015-06-11 11:36:10.000";"1434047770000";"7542001";"2015-06-11";"11:36:10";"F";"235";"D";"1000";"1467";"486";"28.0";"0.318";"64.9";"901";"0.84";"1.0";"0.825";"0.624";"0.743";"0.891";"0.360";"0.322";"1268";"2774";"0.543"
"2015-06-11 11:36:30.000";"1434047790000";"7562001";"2015-06-11";"11:36:30";"F";"236";"D";"938";"1289";"652";"28.0";"0.272";"74.5";"831";"0.84";"1.0";"0.766";"0.696";"0.679";"1.152";"0.338";"0.390";"1268";"2774";"0.543"
"2015-06-11 11:36:50.000";"1434047810000";"7582001";"2015-06-11";"11:36:50";"F";"237";"D";"795";"1002";"975";"28.0";"0.207";"84.8";"701";"0.84";"1.0";"0.688";"0.800";"0.607";"1.768";"0.287";"0.506";"1268";"2774";"0.543"
"2015-06-11 11:37:09.000";"1434047829000";"7601001";"2015-06-11";"11:37:09";"F";"238";"D";"721";"859";"1302";"29.0";"0.161";"88.0";"628";"0.84";"1.0";"0.597";"0.847";"0.520";"2.229";"0.260";"0.579";"1268";"2774";"0.543"
"2015-06-11 11:37:29.000";"1434047849000";"7621001";"2015-06-11";"11:37:29";"F";"239";"D";"685";"771";"1803";"28.0";"0.112";"84.8";"580";"0.84";"1.0";"0.450";"0.873";"0.381";"2.598";"0.247";"0.641";"1268";"2774";"0.543"
"2015-06-11 11:37:48.000";"1434047868000";"7640001";"2015-06-11";"11:37:48";"F";"240";"D";"680";"736";"2632";"28.0";"0.076";"84.0";"560";"0.84";"1.0";"0.318";"0.883";"0.262";"2.769";"0.245";"0.679";"1268";"2774";"0.543"
"2015-06-11 11:37:48.001";"1434047868001";"7640002";"2015-06-11";"11:37:48";"SLCE";"";"Light Curve end ";""
"2015-06-11 11:40:12.999";"1434048012999";"7785000";"2015-06-11";"11:40:12";"SLCS";"";"Light Curve start ";""
"2015-06-11 11:40:12.999";"1434048012999";"7785000";"2015-06-11";"11:40:12";"REG1";"";"#1: alpha: 0.128, ETRm: 71.441, Ik: 556.279   ( beta: 0.013, ETRmPot: 100.206 ) ";""
"2015-06-11 11:40:12.999";"1434048012999";"7785000";"2015-06-11";"11:40:12";"REG2";"";"#1: alpha: 0.107, ETRm: 70.402, Ik: 661.025 ";""
"2015-06-11 11:40:13.000";"1434048013000";"7785001";"2015-06-11";"11:40:13";"FO";"241";"l";"474";"1005";"1";"28.0";"0.528";"0.2";"-";"0.84";"1.0";"-";"-";"-";"-";"-";"-";"474";"1005";"0.528"
"2015-06-11 11:40:31.000";"1434048031000";"7803001";"2015-06-11";"11:40:31";"F";"242";"D";"457";"633";"154";"28.0";"0.278";"18.0";"371";"0.84";"1.0";"0.672";"0.507";"0.546";"0.588";"0.455";"0.267";"474";"1005";"0.528"
"2015-06-11 11:40:51.000";"1434048051000";"7823001";"2015-06-11";"11:40:51";"F";"243";"D";"421";"553";"335";"29.0";"0.239";"33.6";"342";"0.84";"1.0";"0.626";"0.603";"0.509";"0.817";"0.419";"0.342";"474";"1005";"0.528"
"2015-06-11 11:41:11.000";"1434048071000";"7843001";"2015-06-11";"11:41:11";"F";"244";"D";"383";"488";"486";"28.0";"0.215";"43.9";"316";"0.84";"1.0";"0.610";"0.676";"0.503";"1.059";"0.381";"0.404";"474";"1005";"0.528"
"2015-06-11 11:41:30.000";"1434048090000";"7862001";"2015-06-11";"11:41:30";"F";"245";"D";"360";"445";"652";"29.0";"0.191";"52.3";"297";"0.84";"1.0";"0.574";"0.721";"0.474";"1.258";"0.358";"0.451";"474";"1005";"0.528"
"2015-06-11 11:41:50.000";"1434048110000";"7882001";"2015-06-11";"11:41:50";"F";"246";"D";"341";"401";"975";"28.0";"0.150";"61.4";"277";"0.84";"1.0";"0.484";"0.766";"0.393";"1.506";"0.339";"0.511";"474";"1005";"0.528"
"2015-06-11 11:42:09.000";"1434048129000";"7901001";"2015-06-11";"11:42:09";"F";"247";"D";"322";"369";"1302";"28.0";"0.127";"69.4";"261";"0.84";"1.0";"0.435";"0.797";"0.353";"1.724";"0.320";"0.553";"474";"1005";"0.528"
"2015-06-11 11:42:29.000";"1434048149000";"7921001";"2015-06-11";"11:42:29";"F";"248";"D";"305";"337";"1803";"29.0";"0.095";"71.9";"245";"0.84";"1.0";"0.348";"0.827";"0.280";"1.982";"0.303";"0.602";"474";"1005";"0.528"
"2015-06-11 11:42:49.000";"1434048169000";"7941001";"2015-06-11";"11:42:49";"F";"249";"D";"287";"306";"2632";"29.0";"0.062";"68.5";"228";"0.84";"1.0";"0.244";"0.853";"0.194";"2.284";"0.286";"0.652";"474";"1005";"0.528"
"2015-06-11 11:42:49.001";"1434048169001";"7941002";"2015-06-11";"11:42:49";"SLCE";"";"Light Curve end ";""
"2015-06-11 11:44:39.999";"1434048279999";"8052000";"2015-06-11";"11:44:39";"SLCS";"";"Light Curve start ";""
"2015-06-11 11:44:40.000";"1434048280000";"8052001";"2015-06-11";"11:44:40";"FO";"250";"l";"0";"0";"1";"29.0";"-";"-";"-";"0.84";"1.0";"-";"-";"-";"-";"-";"-";"0";"0";"-"
"2015-06-11 11:44:40.001";"1434048280001";"8052002";"2015-06-11";"11:44:40";"SLCE";"";"Light Curve end ";""
"2015-06-11 11:46:05.999";"1434048365999";"8138000";"2015-06-11";"11:46:05";"SLCS";"";"Light Curve start ";""
"2015-06-11 11:46:06.000";"1434048366000";"8138001";"2015-06-11";"11:46:06";"FO";"251";"l";"0";"0";"1";"29.0";"-";"-";"-";"0.84";"1.0";"-";"-";"-";"-";"-";"-";"0";"0";"-"
"2015-06-11 11:46:06.001";"1434048366001";"8138002";"2015-06-11";"11:46:06";"SLCE";"";"Light Curve end ";""
"2015-06-11 11:47:44.999";"1434048464999";"8237000";"2015-06-11";"11:47:44";"SLCS";"";"Light Curve start ";""
"2015-06-11 11:47:44.999";"1434048464999";"8237000";"2015-06-11";"11:47:44";"REG1";"";"#1: alpha: 0.079, ETRm: 48.729, Ik: 615.151   ( beta: 0.037, ETRmPot: 122.496 ) ";""
"2015-06-11 11:47:44.999";"1434048464999";"8237000";"2015-06-11";"11:47:44";"REG2";"";"#1: alpha: 0.070, ETRm: 47.469, Ik: 681.287 ";""
"2015-06-11 11:47:45.000";"1434048465000";"8237001";"2015-06-11";"11:47:45";"FO";"252";"l";"382";"844";"1";"29.0";"0.547";"0.2";"-";"0.84";"0.9";"-";"-";"-";"-";"-";"-";"382";"844";"0.547"
"2015-06-11 11:48:04.000";"1434048484000";"8256001";"2015-06-11";"11:48:04";"F";"253";"D";"408";"508";"154";"29.0";"0.197";"12.7";"294";"0.84";"0.9";"0.467";"0.537";"0.337";"0.661";"0.483";"0.320";"382";"844";"0.547"
"2015-06-11 11:48:23.000";"1434048503000";"8275001";"2015-06-11";"11:48:23";"F";"254";"D";"322";"379";"335";"29.0";"0.150";"21.1";"246";"0.84";"1.0";"0.429";"0.712";"0.328";"1.227";"0.382";"0.468";"382";"844";"0.547"
"2015-06-11 11:48:43.000";"1434048523000";"8295001";"2015-06-11";"11:48:43";"F";"255";"D";"260";"303";"486";"29.0";"0.142";"29.0";"211";"0.84";"1.0";"0.467";"0.801";"0.379";"1.785";"0.308";"0.550";"382";"844";"0.547"
"2015-06-11 11:49:03.000";"1434048543000";"8315001";"2015-06-11";"11:49:03";"F";"256";"D";"228";"261";"652";"29.0";"0.126";"34.5";"190";"0.84";"1.0";"0.465";"0.846";"0.388";"2.234";"0.270";"0.604";"382";"844";"0.547"
"2015-06-11 11:49:22.000";"1434048562000";"8334001";"2015-06-11";"11:49:22";"F";"257";"D";"207";"231";"975";"29.0";"0.104";"42.6";"174";"0.84";"1.0";"0.421";"0.877";"0.354";"2.654";"0.245";"0.651";"382";"844";"0.547"
"2015-06-11 11:49:42.000";"1434048582000";"8354001";"2015-06-11";"11:49:42";"F";"258";"D";"192";"209";"1302";"29.0";"0.081";"44.3";"161";"0.84";"1.0";"0.354";"0.896";"0.297";"3.038";"0.227";"0.692";"382";"844";"0.547"
"2015-06-11 11:50:01.000";"1434048601000";"8373001";"2015-06-11";"11:50:01";"F";"259";"D";"178";"191";"1803";"29.0";"0.068";"51.5";"150";"0.84";"1.0";"0.317";"0.911";"0.267";"3.419";"0.211";"0.721";"382";"844";"0.547"
"2015-06-11 11:50:21.000";"1434048621000";"8393001";"2015-06-11";"11:50:21";"F";"260";"D";"167";"174";"2632";"29.0";"0.040";"44.2";"139";"0.84";"1.0";"0.200";"0.924";"0.166";"3.851";"0.198";"0.762";"382";"844";"0.547"
"2015-06-11 11:50:21.001";"1434048621001";"8393002";"2015-06-11";"11:50:21";"SLCE";"";"Light Curve end ";""
"2015-06-11 11:54:30.998";"1434048870998";"8642999";"2015-06-11";"11:54:30";"C";"";"MI=8;SI=8;SW=0.8;AI=5;AW=0:20;AF=1.20;G=4;D=2;EF=0.84;FO=49;CW=0:30;CI=1;LW=0:20;LI=2;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-11 11:54:30.999";"1434048870999";"8643000";"2015-06-11";"11:54:30";"SLCS";"";"Light Curve start ";""
"2015-06-11 11:54:30.999";"1434048870999";"8643000";"2015-06-11";"11:54:30";"REG1";"";"#1: alpha: 0.205, ETRm: 83.639, Ik: 407.976   ( beta: 0.028, ETRmPot: 127.587 ) ";""
"2015-06-11 11:54:30.999";"1434048870999";"8643000";"2015-06-11";"11:54:30";"REG2";"";"#1: alpha: 0.173, ETRm: 79.838, Ik: 461.647 ";""
"2015-06-11 11:54:31.000";"1434048871000";"8643001";"2015-06-11";"11:54:31";"FO";"262";"l";"1093";"1851";"1";"29.0";"0.410";"0.2";"-";"0.84";"1.0";"-";"-";"-";"-";"-";"-";"1093";"1851";"0.410"
"2015-06-11 11:54:51.000";"1434048891000";"8663001";"2015-06-11";"11:54:51";"F";"263";"D";"1122";"1539";"154";"29.0";"0.271";"17.5";"976";"0.84";"1.0";"0.741";"0.257";"0.645";"0.203";"0.606";"0.123";"1093";"1851";"0.410"
"2015-06-11 11:55:10.000";"1434048910000";"8682001";"2015-06-11";"11:55:10";"F";"264";"D";"916";"1329";"335";"29.0";"0.311";"43.8";"887";"0.84";"1.0";"0.934";"0.417";"0.904";"0.393";"0.495";"0.194";"1093";"1851";"0.410"
"2015-06-11 11:55:30.000";"1434048930000";"8702001";"2015-06-11";"11:55:30";"F";"265";"D";"895";"1333";"486";"29.0";"0.329";"67.2";"889";"0.84";"1.0";"0.986";"0.414";"0.979";"0.389";"0.484";"0.187";"1093";"1851";"0.410"
"2015-06-11 11:55:50.000";"1434048950000";"8722001";"2015-06-11";"11:55:50";"F";"266";"D";"886";"1247";"652";"29.0";"0.289";"79.1";"850";"0.84";"1.0";"0.909";"0.476";"0.872";"0.484";"0.479";"0.232";"1093";"1851";"0.410"
"2015-06-11 11:56:09.000";"1434048969000";"8741001";"2015-06-11";"11:56:09";"F";"267";"D";"728";"912";"975";"29.0";"0.202";"82.7";"680";"0.84";"1.0";"0.793";"0.694";"0.741";"1.030";"0.393";"0.405";"1093";"1851";"0.410"
"2015-06-11 11:56:29.000";"1434048989000";"8761001";"2015-06-11";"11:56:29";"F";"268";"D";"588";"689";"1302";"29.0";"0.147";"80.4";"548";"0.84";"1.0";"0.716";"0.814";"0.667";"1.687";"0.318";"0.535";"1093";"1851";"0.410"
"2015-06-11 11:56:48.000";"1434049008000";"8780001";"2015-06-11";"11:56:48";"F";"269";"D";"529";"588";"1803";"29.0";"0.100";"75.7";"482";"0.84";"1.0";"0.557";"0.860";"0.508";"2.148";"0.286";"0.614";"1093";"1851";"0.410"
