"2015-06-16";"07:08:34";"WinControl (rev 848) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Temp";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:Depth";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"2015-06-15 10:10:43.000";"1434388243000";"2024001";"2015-06-15";"10:10:43";"F";"183";"769";"850";"1803";"20.0";"0.095";"71.9";"656";"0.84";"0.7";"0.418";"0.892";"0.357";"2.921";"0.231";"0.674";"1541";"3333";"0.538"
"2015-06-15 10:11:03.000";"1434388263000";"2044001";"2015-06-15";"10:11:03";"F";"184";"725";"773";"2632";"20.0";"0.062";"68.5";"609";"0.84";"0.7";"0.293";"0.908";"0.246";"3.312";"0.218";"0.720";"1541";"3333";"0.538"
"2015-06-15 10:11:03.001";"1434388263001";"2044002";"2015-06-15";"10:11:03";"SLCE";"";"Light Curve end ";""
"2015-06-15 10:13:11.998";"1434388391998";"2172999";"2015-06-15";"10:13:11";"C";"";"MI=8;SI=8;SW=0.8;AI=5;AW=0:20;AF=1.20;G=6;D=2;EF=0.84;FO=95;CW=0:30;CI=1;LW=0:20;LI=3;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-15 10:13:11.999";"1434388391999";"2173000";"2015-06-15";"10:13:11";"SLCS";"";"Light Curve start ";""
"2015-06-15 10:13:11.999";"1434388391999";"2173000";"2015-06-15";"10:13:11";"REG1";"";"#1: alpha: 0.110, ETRm: 102.597, Ik: 928.988   ( beta: 0.077, ETRmPot: 323.098 ) ";""
"2015-06-15 10:13:11.999";"1434388391999";"2173000";"2015-06-15";"10:13:11";"REG2";"";"#1: alpha: 0.097, ETRm: 100.543, Ik: 1035.963 ";""
"2015-06-15 10:13:12.000";"1434388392000";"2173001";"2015-06-15";"10:13:12";"FO";"186";"897";"1733";"1";"20.0";"0.482";"0.2";"-";"0.84";"0.7";"-";"-";"-";"-";"-";"-";"897";"1733";"0.482"
"2015-06-15 10:13:31.000";"1434388411000";"2192001";"2015-06-15";"10:13:31";"F";"187";"764";"947";"335";"20.0";"0.193";"27.2";"627";"0.84";"0.7";"0.572";"0.617";"0.469";"0.830";"0.441";"0.366";"897";"1733";"0.482"
"2015-06-15 10:13:50.000";"1434388430000";"2211001";"2015-06-15";"10:13:50";"F";"188";"687";"882";"486";"20.0";"0.221";"45.1";"598";"0.84";"0.7";"0.687";"0.660";"0.598";"0.965";"0.396";"0.383";"897";"1733";"0.482"
"2015-06-15 10:14:10.000";"1434388450000";"2231001";"2015-06-15";"10:14:10";"F";"189";"643";"815";"652";"20.0";"0.211";"57.8";"567";"0.84";"0.7";"0.694";"0.703";"0.612";"1.126";"0.371";"0.418";"897";"1733";"0.482"
"2015-06-15 10:14:29.000";"1434388469000";"2250001";"2015-06-15";"10:14:29";"F";"190";"599";"729";"975";"20.0";"0.178";"72.9";"524";"0.84";"0.7";"0.634";"0.755";"0.555";"1.377";"0.346";"0.476";"897";"1733";"0.482"
"2015-06-15 10:14:49.000";"1434388489000";"2270001";"2015-06-15";"10:14:49";"F";"191";"568";"673";"1302";"20.0";"0.156";"85.3";"494";"0.84";"0.8";"0.587";"0.786";"0.511";"1.575";"0.328";"0.516";"897";"1733";"0.482"
"2015-06-15 10:15:09.000";"1434388509000";"2290001";"2015-06-15";"10:15:09";"F";"192";"530";"608";"1803";"20.0";"0.128";"96.9";"458";"0.84";"0.8";"0.520";"0.821";"0.449";"1.850";"0.306";"0.566";"897";"1733";"0.482"
"2015-06-15 10:15:28.000";"1434388528000";"2309001";"2015-06-15";"10:15:28";"F";"193";"503";"554";"2632";"20.0";"0.092";"101.7";"427";"0.84";"0.8";"0.402";"0.848";"0.341";"2.128";"0.290";"0.618";"897";"1733";"0.482"
"2015-06-15 10:15:48.000";"1434388548000";"2329001";"2015-06-15";"10:15:48";"F";"194";"481";"513";"3711";"20.0";"0.062";"96.6";"402";"0.84";"0.8";"0.288";"0.867";"0.241";"2.378";"0.278";"0.660";"897";"1733";"0.482"
