"2015-06-11";"05:58:41";"WinControl (rev 848) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:Mark";"1:F";"1:Fm'";"1:PAR";"1:Temp";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:Depth";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"2015-06-10 15:12:55.000";"1433974375000";"16410001";"2015-06-10";"15:12:55";"F";"394";"C";"236";"248";"2632";"29.0";"0.048";"53.1";"208";"0.84";"1.1";"0.300";"0.858";"0.264";"2.048";"0.312";"0.640";"475";"756";"0.372"
"2015-06-10 15:12:55.001";"1433974375001";"16410002";"2015-06-10";"15:12:55";"SLCE";"";"Light Curve end ";""
"2015-06-10 15:16:39.999";"1433974599999";"16635000";"2015-06-10";"15:16:39";"SLCS";"";"Light Curve start ";""
"2015-06-10 15:16:40.000";"1433974600000";"16635001";"2015-06-10";"15:16:40";"FO";"395";"l";"214";"269";"1";"29.0";"0.204";"0.1";"-";"0.84";"1.1";"-";"-";"-";"-";"-";"-";"214";"269";"0.204"
"2015-06-10 15:16:59.000";"1433974619000";"16654001";"2015-06-10";"15:16:59";"F";"396";"C";"133";"156";"154";"29.0";"0.147";"9.5";"136";"0.84";"1.1";"1.150";"0.636";"1.176";"0.724";"0.494";"0.359";"214";"269";"0.204"
"2015-06-10 15:17:18.000";"1433974638000";"16673001";"2015-06-10";"15:17:18";"F";"397";"C";"168";"187";"335";"29.0";"0.102";"14.4";"159";"0.84";"1.1";"0.679";"0.491";"0.643";"0.439";"0.625";"0.273";"214";"269";"0.204"
"2015-06-10 15:17:38.000";"1433974658000";"16693001";"2015-06-10";"15:17:38";"F";"398";"C";"158";"176";"486";"29.0";"0.102";"20.8";"151";"0.84";"1.1";"0.720";"0.545";"0.688";"0.528";"0.587";"0.311";"214";"269";"0.204"
"2015-06-10 15:17:57.000";"1433974677000";"16712001";"2015-06-10";"15:17:57";"F";"399";"C";"150";"167";"652";"29.0";"0.102";"27.9";"144";"0.84";"1.1";"0.739";"0.582";"0.709";"0.611";"0.558";"0.340";"214";"269";"0.204"
"2015-06-10 15:18:17.000";"1433974697000";"16732001";"2015-06-10";"15:18:17";"F";"400";"C";"143";"156";"975";"29.0";"0.083";"34.0";"136";"0.84";"1.1";"0.650";"0.636";"0.618";"0.724";"0.532";"0.385";"214";"269";"0.204"
"2015-06-10 15:18:37.000";"1433974717000";"16752001";"2015-06-10";"15:18:37";"F";"401";"C";"137";"148";"1302";"29.0";"0.074";"40.5";"130";"0.84";"1.1";"0.611";"0.673";"0.580";"0.818";"0.509";"0.417";"214";"269";"0.204"
"2015-06-10 15:18:56.000";"1433974736000";"16771001";"2015-06-10";"15:18:56";"F";"402";"C";"130";"141";"1803";"29.0";"0.078";"59.1";"124";"0.84";"1.1";"0.647";"0.691";"0.617";"0.908";"0.483";"0.439";"214";"269";"0.204"
"2015-06-10 15:19:16.000";"1433974756000";"16791001";"2015-06-10";"15:19:16";"F";"403";"C";"122";"129";"2632";"29.0";"0.054";"59.7";"115";"0.84";"1.1";"0.500";"0.745";"0.471";"1.085";"0.454";"0.492";"214";"269";"0.204"
"2015-06-10 15:19:16.001";"1433974756001";"16791002";"2015-06-10";"15:19:16";"SLCE";"";"Light Curve end ";""
"2015-06-10 15:21:27.999";"1433974887999";"16923000";"2015-06-10";"15:21:27";"SLCS";"";"Light Curve start ";""
"2015-06-10 15:21:28.000";"1433974888000";"16923001";"2015-06-10";"15:21:28";"FO";"404";"l";"246";"330";"1";"29.0";"0.255";"0.1";"-";"0.84";"1.1";"-";"-";"-";"-";"-";"-";"246";"330";"0.255"
"2015-06-10 15:21:47.000";"1433974907000";"16942001";"2015-06-10";"15:21:47";"F";"405";"C";"174";"205";"154";"29.0";"0.151";"9.8";"169";"0.84";"1.1";"0.861";"0.571";"0.836";"0.610";"0.527";"0.322";"246";"330";"0.255"
"2015-06-10 15:22:07.000";"1433974927000";"16962001";"2015-06-10";"15:22:07";"F";"406";"C";"165";"189";"335";"29.0";"0.127";"17.9";"158";"0.84";"1.1";"0.774";"0.631";"0.741";"0.746";"0.500";"0.373";"246";"330";"0.255"
"2015-06-10 15:22:26.000";"1433974946000";"16981001";"2015-06-10";"15:22:26";"F";"407";"C";"162";"184";"486";"29.0";"0.120";"24.5";"155";"0.84";"1.1";"0.759";"0.655";"0.726";"0.793";"0.491";"0.389";"246";"330";"0.255"
"2015-06-10 15:22:46.000";"1433974966000";"17001001";"2015-06-10";"15:22:46";"F";"408";"C";"158";"176";"652";"29.0";"0.102";"27.9";"149";"0.84";"1.1";"0.667";"0.679";"0.629";"0.875";"0.479";"0.419";"246";"330";"0.255"
"2015-06-10 15:23:05.000";"1433974985000";"17020001";"2015-06-10";"15:23:05";"F";"409";"C";"148";"162";"975";"29.0";"0.086";"35.2";"139";"0.84";"1.1";"0.609";"0.726";"0.572";"1.037";"0.448";"0.466";"246";"330";"0.255"
"2015-06-10 15:23:25.000";"1433975005000";"17040001";"2015-06-10";"15:23:25";"F";"410";"C";"138";"149";"1302";"29.0";"0.074";"40.5";"129";"0.84";"1.1";"0.550";"0.762";"0.514";"1.215";"0.418";"0.508";"246";"330";"0.255"
"2015-06-10 15:23:45.000";"1433975025000";"17060001";"2015-06-10";"15:23:45";"F";"411";"C";"131";"139";"1803";"29.0";"0.058";"43.9";"122";"0.84";"1.1";"0.471";"0.798";"0.439";"1.374";"0.397";"0.545";"246";"330";"0.255"
"2015-06-10 15:24:04.000";"1433975044000";"17079001";"2015-06-10";"15:24:04";"F";"412";"C";"129";"135";"2632";"29.0";"0.044";"48.6";"118";"0.84";"1.1";"0.353";"0.798";"0.323";"1.444";"0.391";"0.565";"246";"330";"0.255"
"2015-06-10 15:24:04.001";"1433975044001";"17079002";"2015-06-10";"15:24:04";"SLCE";"";"Light Curve end ";""
"2015-06-10 15:33:08.999";"1433975588999";"17624000";"2015-06-10";"15:33:08";"SLCS";"";"Light Curve start ";""
"2015-06-10 15:33:09.000";"1433975589000";"17624001";"2015-06-10";"15:33:09";"FO";"413";"l";"1378";"2675";"1";"29.0";"0.485";"0.2";"-";"0.84";"1.0";"-";"-";"-";"-";"-";"-";"1378";"2675";"0.485"
"2015-06-10 15:33:28.000";"1433975608000";"17643001";"2015-06-10";"15:33:28";"F";"414";"C";"1488";"2249";"154";"29.0";"0.338";"21.9";"1255";"0.84";"1.0";"0.766";"0.234";"0.646";"0.189";"0.556";"0.106";"1378";"2675";"0.485"
"2015-06-10 15:33:47.000";"1433975627000";"17662001";"2015-06-10";"15:33:47";"F";"415";"C";"1329";"2022";"335";"29.0";"0.343";"48.3";"1181";"0.84";"1.0";"0.824";"0.352";"0.732";"0.323";"0.497";"0.160";"1378";"2675";"0.485"
"2015-06-10 15:34:07.000";"1433975647000";"17682001";"2015-06-10";"15:34:07";"F";"416";"C";"1294";"1961";"486";"28.0";"0.340";"69.4";"1160";"0.84";"1.0";"0.833";"0.382";"0.747";"0.364";"0.484";"0.176";"1378";"2675";"0.485"
"2015-06-10 15:34:27.000";"1433975667000";"17702001";"2015-06-10";"15:34:27";"F";"417";"C";"1173";"1653";"652";"29.0";"0.290";"79.4";"1045";"0.84";"1.0";"0.789";"0.531";"0.703";"0.618";"0.439";"0.271";"1378";"2675";"0.485"
"2015-06-10 15:34:46.000";"1433975686000";"17721001";"2015-06-10";"15:34:46";"F";"418";"C";"1012";"1297";"975";"31.0";"0.220";"90.1";"891";"0.84";"1.0";"0.702";"0.687";"0.618";"1.062";"0.378";"0.402";"1378";"2675";"0.485"
"2015-06-10 15:35:06.000";"1433975706000";"17741001";"2015-06-10";"15:35:06";"F";"419";"C";"908";"1092";"1302";"29.0";"0.168";"91.9";"789";"0.84";"1.0";"0.607";"0.766";"0.527";"1.450";"0.339";"0.493";"1378";"2675";"0.485"
"2015-06-10 15:35:25.000";"1433975725000";"17760001";"2015-06-10";"15:35:25";"F";"420";"C";"852";"968";"1803";"29.0";"0.120";"90.9";"722";"0.84";"1.1";"0.472";"0.810";"0.400";"1.763";"0.319";"0.561";"1378";"2675";"0.485"
"2015-06-10 15:35:45.000";"1433975745000";"17780001";"2015-06-10";"15:35:45";"F";"421";"C";"825";"890";"2632";"29.0";"0.073";"80.7";"678";"0.84";"1.1";"0.307";"0.837";"0.252";"2.006";"0.308";"0.619";"1378";"2675";"0.485"
"2015-06-10 15:35:45.001";"1433975745001";"17780002";"2015-06-10";"15:35:45";"SLCE";"";"Light Curve end ";""
"2015-06-10 15:37:28.998";"1433975848998";"17883999";"2015-06-10";"15:37:28";"C";"";"MI=8;SI=8;SW=0.8;AI=5;AW=0:20;AF=1.20;G=6;D=2;EF=0.84;FO=95;CW=0:30;CI=1;LW=0:20;LI=2;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-10 15:37:28.999";"1433975848999";"17884000";"2015-06-10";"15:37:28";"SLCS";"";"Light Curve start ";""
"2015-06-10 15:37:29.000";"1433975849000";"17884001";"2015-06-10";"15:37:29";"FO";"423";"l";"720";"1409";"1";"29.0";"0.489";"0.2";"-";"0.84";"1.0";"-";"-";"-";"-";"-";"-";"720";"1409";"0.489"
"2015-06-10 15:37:48.000";"1433975868000";"17903001";"2015-06-10";"15:37:48";"F";"424";"C";"597";"934";"154";"29.0";"0.361";"23.3";"571";"0.84";"1.0";"0.928";"0.473";"0.888";"0.509";"0.424";"0.215";"720";"1409";"0.489"
"2015-06-10 15:38:07.000";"1433975887000";"17922001";"2015-06-10";"15:38:07";"F";"425";"C";"581";"851";"335";"29.0";"0.317";"44.6";"539";"0.84";"1.1";"0.865";"0.547";"0.802";"0.656";"0.412";"0.271";"720";"1409";"0.489"
"2015-06-10 15:38:27.000";"1433975907000";"17942001";"2015-06-10";"15:38:27";"F";"426";"C";"557";"805";"486";"29.0";"0.308";"62.9";"520";"0.84";"1.0";"0.870";"0.586";"0.812";"0.750";"0.395";"0.297";"720";"1409";"0.489"
"2015-06-10 15:38:47.000";"1433975927000";"17962001";"2015-06-10";"15:38:47";"F";"427";"C";"541";"764";"652";"29.0";"0.292";"80.0";"503";"0.84";"1.0";"0.854";"0.621";"0.794";"0.844";"0.384";"0.324";"720";"1409";"0.489"
"2015-06-10 15:39:06.000";"1433975946000";"17981001";"2015-06-10";"15:39:06";"F";"428";"C";"523";"700";"975";"29.0";"0.253";"103.6";"474";"0.84";"1.0";"0.783";"0.672";"0.710";"1.013";"0.371";"0.376";"720";"1409";"0.489"
"2015-06-10 15:39:26.000";"1433975966000";"18001001";"2015-06-10";"15:39:26";"F";"429";"C";"515";"665";"1302";"29.0";"0.226";"123.6";"458";"0.84";"1.1";"0.725";"0.700";"0.645";"1.119";"0.366";"0.408";"720";"1409";"0.489"
"2015-06-10 15:39:45.000";"1433975985000";"18020001";"2015-06-10";"15:39:45";"F";"430";"C";"502";"610";"1803";"29.0";"0.177";"134.0";"431";"0.84";"1.1";"0.603";"0.740";"0.518";"1.310";"0.356";"0.467";"720";"1409";"0.489"
"2015-06-10 15:40:05.000";"1433976005000";"18040001";"2015-06-10";"15:40:05";"F";"431";"C";"468";"540";"2632";"29.0";"0.133";"147.0";"395";"0.84";"1.1";"0.497";"0.790";"0.419";"1.609";"0.332";"0.535";"720";"1409";"0.489"
"2015-06-10 15:40:05.001";"1433976005001";"18040002";"2015-06-10";"15:40:05";"SLCE";"";"Light Curve end ";""
"2015-06-10 15:40:15.000";"1433976015000";"18050001";"2015-06-10";"15:40:15";"F";"432";"r";"432";"700";"1";"29.0";"0.383";"0.2";"474";"0.84";"1.1";"1.186";"0.672";"1.301";"1.013";"0.307";"0.310";"720";"1409";"0.489"
"2015-06-10 15:40:49.000";"1433976049000";"18084001";"2015-06-10";"15:40:49";"F";"433";"C";"0";"0";"1";"29.0";"-";"-";"-";"0.84";"1.1";"-";"-";"-";"-";"-";"-";"720";"1409";"0.489"
"2015-06-10 15:40:53.000";"1433976053000";"18088001";"2015-06-10";"15:40:53";"F";"434";"C";"0";"0";"1";"29.0";"-";"-";"-";"0.84";"1.1";"-";"-";"-";"-";"-";"-";"720";"1409";"0.489"
"2015-06-10 15:43:37.998";"1433976217998";"18252999";"2015-06-10";"15:43:37";"C";"";"MI=8;SI=8;SW=0.8;AI=5;AW=0:20;AF=1.20;G=6;D=2;EF=0.84;FO=95;CW=0:30;CI=1;LW=0:20;LI=3;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-10 15:43:37.999";"1433976217999";"18253000";"2015-06-10";"15:43:37";"SLCS";"";"Light Curve start ";""
"2015-06-10 15:43:38.000";"1433976218000";"18253001";"2015-06-10";"15:43:38";"FO";"436";"l";"1217";"2706";"1";"29.0";"0.550";"0.2";"-";"0.84";"1.1";"-";"-";"-";"-";"-";"-";"1217";"2706";"0.550"
"2015-06-10 15:43:57.000";"1433976237000";"18272001";"2015-06-10";"15:43:57";"F";"437";"C";"1314";"1796";"335";"29.0";"0.268";"37.7";"991";"0.84";"1.0";"0.599";"0.459";"0.452";"0.507";"0.486";"0.246";"1217";"2706";"0.550"
"2015-06-10 15:44:16.000";"1433976256000";"18291001";"2015-06-10";"15:44:16";"F";"438";"C";"1132";"1577";"486";"29.0";"0.282";"57.6";"921";"0.84";"1.1";"0.678";"0.559";"0.552";"0.716";"0.418";"0.300";"1217";"2706";"0.550"
"2015-06-10 15:44:36.000";"1433976276000";"18311001";"2015-06-10";"15:44:36";"F";"439";"C";"1022";"1395";"652";"29.0";"0.267";"73.1";"855";"0.84";"1.1";"0.691";"0.637";"0.578";"0.940";"0.378";"0.355";"1217";"2706";"0.550"
"2015-06-10 15:44:56.000";"1433976296000";"18331001";"2015-06-10";"15:44:56";"F";"440";"C";"952";"1234";"975";"29.0";"0.229";"93.8";"792";"0.84";"1.1";"0.638";"0.703";"0.531";"1.193";"0.352";"0.419";"1217";"2706";"0.550"
"2015-06-10 15:45:15.000";"1433976315000";"18350001";"2015-06-10";"15:45:15";"F";"441";"C";"917";"1143";"1302";"29.0";"0.198";"108.3";"754";"0.84";"1.1";"0.581";"0.739";"0.478";"1.367";"0.339";"0.463";"1217";"2706";"0.550"
"2015-06-10 15:45:35.000";"1433976335000";"18370001";"2015-06-10";"15:45:35";"F";"442";"C";"858";"1025";"1803";"29.0";"0.163";"123.4";"700";"0.84";"1.1";"0.514";"0.782";"0.419";"1.640";"0.317";"0.520";"1217";"2706";"0.550"
"2015-06-10 15:45:54.000";"1433976354000";"18389001";"2015-06-10";"15:45:54";"F";"443";"C";"809";"918";"2632";"29.0";"0.119";"131.5";"649";"0.84";"1.1";"0.405";"0.819";"0.325";"1.948";"0.299";"0.582";"1217";"2706";"0.550"
"2015-06-10 15:46:14.000";"1433976374000";"18409001";"2015-06-10";"15:46:14";"F";"444";"C";"763";"833";"3711";"29.0";"0.084";"130.9";"605";"0.84";"1.1";"0.307";"0.847";"0.243";"2.248";"0.282";"0.634";"1217";"2706";"0.550"
"2015-06-10 15:46:14.001";"1433976374001";"18409002";"2015-06-10";"15:46:14";"SLCE";"";"Light Curve end ";""
"2015-06-10 15:48:15.998";"1433976495998";"18530999";"2015-06-10";"15:48:15";"C";"";"MI=8;SI=8;SW=0.8;AI=5;AW=0:20;AF=1.20;G=6;D=2;EF=0.84;FO=95;CW=0:30;CI=1;LW=0:20;LI=2;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-10 15:48:15.999";"1433976495999";"18531000";"2015-06-10";"15:48:15";"SLCS";"";"Light Curve start ";""
"2015-06-10 15:48:16.000";"1433976496000";"18531001";"2015-06-10";"15:48:16";"FO";"446";"l";"1004";"1543";"1";"29.0";"0.349";"0.1";"-";"0.84";"1.1";"-";"-";"-";"-";"-";"-";"1004";"1543";"0.349"
"2015-06-10 15:48:35.000";"1433976515000";"18550001";"2015-06-10";"15:48:35";"F";"447";"C";"890";"1219";"154";"29.0";"0.270";"17.5";"856";"0.84";"1.1";"0.906";"0.327";"0.871";"0.266";"0.577";"0.153";"1004";"1543";"0.349"
"2015-06-10 15:48:54.000";"1433976534000";"18569001";"2015-06-10";"15:48:54";"F";"448";"C";"770";"1075";"335";"29.0";"0.284";"40.0";"782";"0.84";"1.1";"1.041";"0.456";"1.057";"0.435";"0.499";"0.217";"1004";"1543";"0.349"
"2015-06-10 15:49:14.000";"1433976554000";"18589001";"2015-06-10";"15:49:14";"F";"449";"C";"729";"995";"486";"29.0";"0.267";"54.5";"739";"0.84";"1.1";"1.039";"0.525";"1.053";"0.551";"0.472";"0.261";"1004";"1543";"0.349"
"2015-06-10 15:49:33.000";"1433976573000";"18608001";"2015-06-10";"15:49:33";"F";"450";"C";"632";"791";"652";"29.0";"0.201";"55.0";"620";"0.84";"1.1";"0.930";"0.683";"0.912";"0.951";"0.410";"0.389";"1004";"1543";"0.349"
"2015-06-10 15:49:53.000";"1433976593000";"18628001";"2015-06-10";"15:49:53";"F";"451";"C";"540";"624";"975";"29.0";"0.135";"55.3";"513";"0.84";"1.1";"0.757";"0.794";"0.719";"1.473";"0.350";"0.515";"1004";"1543";"0.349"
"2015-06-10 15:50:13.000";"1433976613000";"18648001";"2015-06-10";"15:50:13";"F";"452";"C";"512";"571";"1302";"29.0";"0.103";"56.3";"476";"0.84";"1.1";"0.621";"0.824";"0.577";"1.702";"0.332";"0.565";"1004";"1543";"0.349"
"2015-06-10 15:50:32.000";"1433976632000";"18667001";"2015-06-10";"15:50:32";"F";"453";"C";"495";"531";"1803";"29.0";"0.068";"51.5";"448";"0.84";"1.1";"0.434";"0.846";"0.393";"1.906";"0.321";"0.611";"1004";"1543";"0.349"
"2015-06-10 15:50:52.000";"1433976652000";"18687001";"2015-06-10";"15:50:52";"F";"454";"C";"482";"505";"2632";"29.0";"0.046";"50.9";"430";"0.84";"1.1";"0.307";"0.861";"0.274";"2.055";"0.312";"0.642";"1004";"1543";"0.349"
"2015-06-10 15:50:52.001";"1433976652001";"18687002";"2015-06-10";"15:50:52";"SLCE";"";"Light Curve end ";""
"2015-06-10 15:53:05.999";"1433976785999";"18821000";"2015-06-10";"15:53:05";"SLCS";"";"Light Curve start ";""
"2015-06-10 15:53:06.000";"1433976786000";"18821001";"2015-06-10";"15:53:06";"FO";"455";"l";"323";"608";"1";"29.0";"0.469";"0.2";"-";"0.84";"1.1";"-";"-";"-";"-";"-";"-";"323";"608";"0.469"
"2015-06-10 15:53:25.000";"1433976805000";"18840001";"2015-06-10";"15:53:25";"F";"456";"C";"355";"449";"154";"29.0";"0.209";"13.5";"272";"0.84";"1.1";"0.531";"0.379";"0.407";"0.354";"0.584";"0.207";"323";"608";"0.469"
"2015-06-10 15:53:45.000";"1433976825000";"18860001";"2015-06-10";"15:53:45";"F";"457";"C";"305";"376";"335";"30.0";"0.189";"26.6";"243";"0.84";"1.1";"0.534";"0.533";"0.425";"0.617";"0.502";"0.309";"323";"608";"0.469"
"2015-06-10 15:54:04.000";"1433976844000";"18879001";"2015-06-10";"15:54:04";"F";"458";"C";"259";"310";"486";"29.0";"0.165";"33.7";"214";"0.84";"1.1";"0.531";"0.663";"0.439";"0.961";"0.426";"0.409";"323";"608";"0.469"
"2015-06-10 15:54:24.000";"1433976864000";"18899001";"2015-06-10";"15:54:24";"F";"459";"C";"247";"289";"652";"29.0";"0.145";"39.7";"204";"0.84";"1.1";"0.494";"0.702";"0.408";"1.104";"0.406";"0.449";"323";"608";"0.469"
"2015-06-10 15:54:43.000";"1433976883000";"18918001";"2015-06-10";"15:54:43";"F";"460";"C";"231";"261";"975";"29.0";"0.115";"47.1";"189";"0.84";"1.1";"0.417";"0.747";"0.341";"1.330";"0.380";"0.505";"323";"608";"0.469"
"2015-06-10 15:55:03.000";"1433976903000";"18938001";"2015-06-10";"15:55:03";"F";"461";"C";"217";"241";"1302";"30.0";"0.100";"54.7";"179";"0.84";"1.1";"0.387";"0.782";"0.319";"1.523";"0.357";"0.543";"323";"608";"0.469"
"2015-06-10 15:55:23.000";"1433976923000";"18958001";"2015-06-10";"15:55:23";"F";"462";"C";"201";"216";"1803";"29.0";"0.069";"52.3";"164";"0.84";"1.1";"0.288";"0.818";"0.235";"1.815";"0.331";"0.600";"323";"608";"0.469"
"2015-06-10 15:55:42.000";"1433976942000";"18977001";"2015-06-10";"15:55:42";"F";"463";"C";"186";"194";"2632";"30.0";"0.041";"45.3";"151";"0.84";"1.1";"0.186";"0.849";"0.151";"2.134";"0.306";"0.653";"323";"608";"0.469"
"2015-06-10 15:55:42.001";"1433976942001";"18977002";"2015-06-10";"15:55:42";"SLCE";"";"Light Curve end ";""
"2015-06-10 15:57:09.999";"1433977029999";"19065000";"2015-06-10";"15:57:09";"SLCS";"";"Light Curve start ";""
"2015-06-10 15:57:10.000";"1433977030000";"19065001";"2015-06-10";"15:57:10";"FO";"464";"l";"582";"823";"1";"29.0";"0.293";"0.1";"-";"0.84";"1.1";"-";"-";"-";"-";"-";"-";"582";"823";"0.293"
"2015-06-10 15:57:29.000";"1433977049000";"19084001";"2015-06-10";"15:57:29";"F";"465";"C";"365";"442";"154";"29.0";"0.174";"11.3";"362";"0.84";"1.1";"0.963";"0.668";"0.955";"0.862";"0.443";"0.383";"582";"823";"0.293"
"2015-06-10 15:57:48.000";"1433977068000";"19103001";"2015-06-10";"15:57:48";"F";"466";"C";"349";"418";"335";"29.0";"0.165";"23.2";"345";"0.84";"1.1";"0.945";"0.697";"0.934";"0.969";"0.424";"0.411";"582";"823";"0.293"
"2015-06-10 15:58:08.000";"1433977088000";"19123001";"2015-06-10";"15:58:08";"F";"467";"C";"340";"400";"486";"29.0";"0.150";"30.6";"333";"0.84";"1.1";"0.896";"0.722";"0.878";"1.058";"0.413";"0.437";"582";"823";"0.293"
"2015-06-10 15:58:28.000";"1433977108000";"19143001";"2015-06-10";"15:58:28";"F";"468";"C";"330";"380";"652";"29.0";"0.132";"36.1";"319";"0.84";"1.1";"0.820";"0.747";"0.793";"1.166";"0.401";"0.467";"582";"823";"0.293"
"2015-06-10 15:58:47.000";"1433977127000";"19162001";"2015-06-10";"15:58:47";"F";"469";"C";"313";"350";"975";"30.0";"0.106";"43.4";"298";"0.84";"1.1";"0.712";"0.784";"0.678";"1.351";"0.380";"0.514";"582";"823";"0.293"
"2015-06-10 15:59:07.000";"1433977147000";"19182001";"2015-06-10";"15:59:07";"F";"470";"C";"300";"330";"1302";"29.0";"0.091";"49.8";"283";"0.84";"1.1";"0.638";"0.805";"0.602";"1.494";"0.365";"0.544";"582";"823";"0.293"
"2015-06-10 15:59:26.000";"1433977166000";"19201001";"2015-06-10";"15:59:26";"F";"471";"C";"283";"304";"1803";"29.0";"0.069";"52.3";"264";"0.84";"1.1";"0.525";"0.834";"0.490";"1.707";"0.344";"0.587";"582";"823";"0.293"
"2015-06-10 15:59:46.000";"1433977186000";"19221001";"2015-06-10";"15:59:46";"F";"472";"C";"265";"279";"2632";"29.0";"0.050";"55.3";"245";"0.84";"1.1";"0.412";"0.859";"0.381";"1.950";"0.322";"0.628";"582";"823";"0.293"
"2015-06-10 15:59:46.001";"1433977186001";"19221002";"2015-06-10";"15:59:46";"SLCE";"";"Light Curve end ";""
"2015-06-10 16:01:57.999";"1433977317999";"19353000";"2015-06-10";"16:01:57";"SLCS";"";"Light Curve start ";""
"2015-06-10 16:01:58.000";"1433977318000";"19353001";"2015-06-10";"16:01:58";"FO";"473";"l";"457";"727";"1";"29.0";"0.371";"0.2";"-";"0.84";"1.1";"-";"-";"-";"-";"-";"-";"457";"727";"0.371"
"2015-06-10 16:02:16.000";"1433977336000";"19371001";"2015-06-10";"16:02:16";"F";"474";"C";"383";"467";"154";"30.0";"0.180";"11.6";"339";"0.84";"1.1";"0.656";"0.526";"0.581";"0.557";"0.527";"0.293";"457";"727";"0.371"
"2015-06-10 16:02:36.000";"1433977356000";"19391001";"2015-06-10";"16:02:36";"F";"475";"C";"348";"411";"335";"30.0";"0.153";"21.5";"308";"0.84";"1.1";"0.612";"0.619";"0.542";"0.769";"0.479";"0.368";"457";"727";"0.371"
"2015-06-10 16:02:56.000";"1433977376000";"19411001";"2015-06-10";"16:02:56";"F";"476";"C";"297";"341";"486";"29.0";"0.129";"26.3";"267";"0.84";"1.1";"0.595";"0.726";"0.535";"1.132";"0.409";"0.462";"457";"727";"0.371"
"2015-06-10 16:03:15.000";"1433977395000";"19430001";"2015-06-10";"16:03:15";"F";"477";"C";"271";"307";"652";"29.0";"0.117";"32.0";"246";"0.84";"1.1";"0.590";"0.774";"0.536";"1.368";"0.373";"0.510";"457";"727";"0.371"
"2015-06-10 16:03:35.000";"1433977415000";"19450001";"2015-06-10";"16:03:35";"F";"478";"C";"254";"280";"975";"29.0";"0.093";"38.1";"228";"0.84";"1.1";"0.500";"0.807";"0.449";"1.596";"0.349";"0.558";"457";"727";"0.371"
"2015-06-10 16:03:54.000";"1433977434000";"19469001";"2015-06-10";"16:03:54";"F";"479";"C";"234";"257";"1302";"29.0";"0.089";"48.7";"213";"0.84";"1.1";"0.523";"0.837";"0.476";"1.829";"0.322";"0.589";"457";"727";"0.371"
"2015-06-10 16:04:14.000";"1433977454000";"19489001";"2015-06-10";"16:04:14";"F";"480";"C";"206";"222";"1803";"29.0";"0.072";"54.5";"188";"0.84";"1.1";"0.471";"0.874";"0.430";"2.275";"0.283";"0.645";"457";"727";"0.371"
"2015-06-10 16:04:34.000";"1433977474000";"19509001";"2015-06-10";"16:04:34";"F";"481";"C";"189";"196";"2632";"29.0";"0.036";"39.8";"169";"0.84";"1.1";"0.259";"0.900";"0.232";"2.709";"0.260";"0.704";"457";"727";"0.371"
"2015-06-10 16:04:34.001";"1433977474001";"19509002";"2015-06-10";"16:04:34";"SLCE";"";"Light Curve end ";""
"2015-06-10 16:07:21.998";"1433977641998";"19676999";"2015-06-10";"16:07:21";"C";"";"MI=8;SI=8;SW=0.8;AI=5;AW=0:20;AF=1.20;G=6;D=2;EF=0.84;FO=95;CW=0:30;CI=1;LW=0:20;LI=3;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-10 16:07:21.999";"1433977641999";"19677000";"2015-06-10";"16:07:21";"SLCS";"";"Light Curve start ";""
"2015-06-10 16:07:22.000";"1433977642000";"19677001";"2015-06-10";"16:07:22";"FO";"483";"l";"710";"1980";"1";"29.0";"0.641";"0.3";"-";"0.84";"1.1";"-";"-";"-";"-";"-";"-";"710";"1980";"0.641"
"2015-06-10 16:07:42.000";"1433977662000";"19697001";"2015-06-10";"16:07:42";"F";"484";"C";"808";"1341";"335";"29.0";"0.397";"55.9";"606";"0.84";"1.1";"0.725";"0.421";"0.544";"0.477";"0.408";"0.195";"710";"1980";"0.641"
"2015-06-10 16:08:01.000";"1433977681000";"19716001";"2015-06-10";"16:08:01";"F";"485";"C";"720";"1172";"486";"29.0";"0.386";"78.8";"569";"0.84";"1.1";"0.750";"0.525";"0.593";"0.689";"0.364";"0.250";"710";"1980";"0.641"
"2015-06-10 16:08:21.000";"1433977701000";"19736001";"2015-06-10";"16:08:21";"F";"486";"C";"680";"1075";"652";"29.0";"0.367";"100.5";"545";"0.84";"1.1";"0.745";"0.583";"0.597";"0.842";"0.343";"0.290";"710";"1980";"0.641"
"2015-06-10 16:08:40.000";"1433977720000";"19755001";"2015-06-10";"16:08:40";"F";"487";"C";"668";"975";"975";"29.0";"0.315";"129.0";"518";"0.84";"1.1";"0.672";"0.640";"0.521";"1.031";"0.337";"0.348";"710";"1980";"0.641"
